distance;burst_duration;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68;_69;_70;_71;_72;_73;_74;_75;_76;_77;_78;_79;_80;_81;_82;_83;_84;_85;_86;_87;_88;_89;_90;_91;_92;_93;_94;_95;_96;_97;_98
500;4;359.79283969449995;300.0137840772717;335.032794319519;332.729025182434;319.97037728515147;301.3970265024886;373.27985526137724;367.31816993535824;432.4766863495398;325.9123305559271;357.3188143038935;349.1942719655453;289.1739529985368;293.86733397819717;367.31816993535824;394.46421267761235;316.3117951143896;356.49792541509163;335.80425658797634;336.57749526173416;354.0465566776694;370.71308978460263;407.3726711933644;407.3726711933644;350.80426576336697;331.96462781845474;394.46421267761235;289.1739529985368;310.54487643917764;330.44109733708814;345.2015400495941;322.9276875244099;345.2015400495941;380.2117827594916;362.2839948901666;357.3188143038935;329.6819561602209;334.2631043753249;339.6882959598702;365.6323866278597;441.52225237307687;331.96462781845474;346.79312497265164;309.1196505402723;360.62131560787793;369.0117257090382;319.23529109056983;376.72987568964214;388.1641901202389;370.71308978460263;335.032794319519;370.71308978460263;341.25446154044994;357.3188143038935;336.57749526173416;385.4950762409936;417.8106838685425;358.96626708608295;327.41498072219457;418.7727543984368;309.1196505402723;363.9543401153048;352.4216825925416;345.9964173501956;325.9123305559271;288.50961718568635;392.65384433875624;382.8443158551454;372.422298162979;373.27985526137724;336.57749526173416;340.47047820534823;401.78954053643093;381.08727629145363;340.47047820534823;331.96462781845474;345.9964173501956;331.96462781845474;307.7009656247064;342.82784807816876;357.3188143038935;309.8314439851943;351.6120441636875;395.3725245249812;330.44109733708814;340.47047820534823;346.79312497265164;330.44109733708814;321.44563150400245;283.90180477109226;293.19221579357423;357.3188143038935;415.89316838956665;324.4165767067347;457.02057900456253;393.55798754684844;383.7258711816188;;
50;5;84.87065745167865;71.2595197339615;76.52583685851603;76.70204884940001;77.58921383254534;71.58806860780659;79.5772637306123;86.64578929039162;75.82502782400917;68.84299110663966;70.12142769082233;64.99617490345628;81.42875128425993;77.23312308554021;75.30363600242836;85.85230365953272;88.86589365874443;77.9469463702102;86.04999121148714;88.05207673504692;78.84851031015829;73.59141835689192;90.10074386061753;81.61625295647981;71.0958111755837;79.03007059816505;82.37058710017779;77.23312308554021;91.77394378063636;77.23312308554021;73.08538539164365;72.2497177582651;59.83126919460918;78.30632826816861;77.4109637069535;68.05583155149054;71.58806860780659;76.35002968948747;69.00151221557883;85.85230365953272;74.61401965051199;84.09342814000658;81.24168037032425;60.38425671338615;84.09342814000658;84.87065745167865;79.94416236366476;88.86589365874443;84.48114898371028;77.23312308554021;81.80418637886815;82.56025748784099;84.48114898371028;81.24168037032425;76.52583685851603;81.9925525455932;81.42875128425993;88.4580493090837;79.5772637306123;77.58921383254534;74.61401965051199;83.51518073358744;81.61625295647981;73.59141835689192;81.05503922506719;89.89375028360132;88.4580493090837;81.24168037032425;76.35002968948747;86.8453039596765;81.05503922506719;85.65507026646488;84.09342814000658;70.44472928177102;92.83543601596358;71.42360525536486;82.18135245311242;81.80418637886815;85.85230365953272;82.75036461945882;94.99539535941216;75.65083066354039;77.05569102752814;75.13063666512456;79.94416236366476;72.58283203539922;81.24168037032425;69.79960987189996;74.95803476906389;83.13189313954281;78.12643067468917;93.04920325689164;84.48114898371028;73.59141835689192;80.49768453938279;82.56025748784099;72.58283203539922;79.94416236366476;78.48664010230719
100;5;103.9103408939769;81.42875128425993;99.92585095768132;89.89375028360132;91.56310626602688;102.48622717491455;98.10402747551902;107.55780462860899;91.35275312046308;95.21413622430518;94.77715702038213;66.66155637220571;93.90920587301264;101.31438656056716;89.48118865153393;109.05239126123435;93.26346272832193;88.05207673504692;84.09342814000658;92.19707638088428;99.23873585928976;96.09414812530488;79.21204895542955;73.59141835689192;83.13189313954281;81.9925525455932;90.30821407077885;87.64796734623927;88.86589365874443;94.34218330463797;100.3865687105195;87.24571259169099;95.65313016290338;101.5476778317758;88.4580493090837;95.43338077220086;91.14288323117634;83.90023551197255;81.24168037032425;92.19707638088428;82.37058710017779;93.90920587301264;109.05239126123435;93.04920325689164;95.43338077220086;90.51616201160321;84.48114898371028;98.32992642291843;79.03007059816505;81.24168037032425;90.10074386061753;82.94090950069848;92.83543601596358;95.87338555888753;102.9587497887163;92.4093737048952;89.07052044475715;75.65083066354039;96.09414812530488;97.87864749865372;108.80185898389541;79.94416236366476;94.99539535941216;98.55634553585797;89.48118865153393;77.9469463702102;94.12544562691185;86.64578929039162;74.44260460817993;87.64796734623927;96.31541902998988;83.70748671638003;79.94416236366476;99.46724763957785;86.04999121148714;82.56025748784099;77.23312308554021;102.48622717491455;88.25482958793816;75.99962609905195;89.07052044475715;92.4093737048952;87.84978967784696;88.05207673504692;88.6617369735164;91.77394378063636;99.46724763957785;98.10402747551902;86.04999121148714;94.99539535941216;94.55942005273376;85.06608461890904;81.61625295647981;77.4109637069535;88.86589365874443;;;;
150;5;118.46628680064781;91.98526677962242;102.25077972077757;110.56774616084073;102.01587317350378;107.3107059503725;107.80547228788281;74.61401965051199;101.08163124269969;86.64578929039162;108.55190226864423;101.08163124269969;99.01074905214578;105.5968372484542;102.01587317350378;103.19582744802683;114.71243373975977;104.87072703252481;99.01074905214578;108.3025197932092;108.80185898389541;91.77394378063636;114.1859683433024;104.62980153088488;93.90920587301264;102.48622717491455;120.11245398749564;97.2056094823455;99.92585095768132;93.90920587301264;93.69346289903146;111.07752939570332;105.83998949201612;116.84268069149917;87.04527804082183;96.09414812530488;98.55634553585797;93.90920587301264;99.23873585928976;95.21413622430518;99.01074905214578;98.10402747551902;93.26346272832193;111.07752939570332;89.89375028360132;108.80185898389541;104.62980153088488;99.46724763957785;100.3865687105195;109.55518780649251;86.44673297753417;107.06417494602071;107.06417494602071;100.84941064689724;95.43338077220086;101.31438656056716;98.10402747551902;93.47821556368753;93.47821556368753;100.3865687105195;85.65507026646488;107.55780462860899;93.04920325689164;88.6617369735164;87.24571259169099;96.09414812530488;106.32797494975146;104.14960973171877;101.5476778317758;118.73907284398597;105.83998949201612;88.25482958793816;102.72221678143227;102.48622717491455;88.25482958793816;91.56310626602688;99.69628560183793;114.1859683433024;102.9587497887163;99.92585095768132;91.98526677962242;97.42943969022213;86.44673297753417;95.65313016290338;102.25077972077757;88.4580493090837;103.9103408939769;102.72221678143227;85.65507026646488;113.14027499953865;91.77394378063636;95.43338077220086;92.62215987470853;96.31541902998988;109.80745473420666;107.55780462860899;;;
200;5;153.62712812636244;152.2202401555017;156.48003352402927;172.35019433542686;141.4191846239604;152.2202401555017;128.6928323718675;142.72624437825547;160.12078241236603;157.56347934485905;143.3842974641264;142.3983512378432;132.9041804094259;152.5707496392494;155.40403774715355;160.12078241236603;164.98068732334383;161.2294362682334;152.5707496392494;141.74482308927838;116.57425133799784;146.04699018750796;165.3605796128513;136.62342527317932;143.71446089068743;159.75292780777542;152.9220662226185;139.16056641591413;161.6006907506438;175.5507931209749;168.81921700947953;136.9380207974764;159.75292780777542;151.17353578131596;133.21021182558732;162.71959128443044;161.2294362682334;149.44499826045774;155.7618783929666;126.34653637584607;130.18134247263782;149.44499826045774;156.1205430194796;149.1016697436037;163.84623892869473;161.6006907506438;156.84035180832117;152.9220662226185;130.18134247263782;156.84035180832117;140.77015029810312;149.44499826045774;155.40403774715355;158.65442679270308;128.10220482778118;139.16056641591413;168.43137899504623;169.5975742568894;153.9808771765164;143.71446089068743;128.6928323718675;164.60166778205706;156.1205430194796;150.82623619664253;138.84086491082343;152.2202401555017;148.07640943814368;154.3354407858697;141.09429426645892;154.69082083006467;171.95424440542277;143.3842974641264;142.071211385041;131.99029808444726;242.7976597445259;135.0612555746781;137.5693867214618;146.72035389152555;131.3845370318381;162.71959128443044;146.04699018750796;137.25334072422285;156.48003352402927;141.4191846239604;135.68396849198137;185.51364188915767;153.27419176407454;152.2202401555017;146.38328485555763;138.20366361880318;140.77015029810312;160.12078241236603;157.56347934485905;156.1205430194796;150.47973448311032;145.37671684325215;158.2899409304989;134.750971650153;152.9220662226185
250;5;141.09429426645892;144.70951967574905;110.06030254361242;151.17353578131596;125.47774604840528;135.0612555746781;133.51694792407994;116.84268069149917;134.44140055858222;110.56774616084073;137.8861604610773;137.5693867214618;145.711468108377;140.1240946738786;126.63746785245633;116.84268069149917;117.651683036647;135.37225397356013;123.75804637224999;138.20366361880318;135.68396849198137;130.18134247263782;104.14960973171877;156.48003352402927;131.0826998424925;138.84086491082343;125.47774604840528;126.92906924156685;164.2235189839767;136.62342527317932;130.18134247263782;142.071211385041;121.5017201781105;118.73907284398597;113.14027499953865;116.84268069149917;124.61492974015573;126.92906924156685;133.51694792407994;131.99029808444726;139.16056641591413;121.5017201781105;152.9220662226185;123.47372995481003;137.5693867214618;124.90187393789093;119.56120554261082;145.37671684325215;119.56120554261082;127.22134208574965;126.05627327270784;132.59885205668874;122.62469376153705;129.58388350640496;136.62342527317932;116.30643866255794;137.25334072422285;131.687069245691;128.98916653998216;143.3842974641264;149.1016697436037;111.07752939570332;123.19006671368945;112.62102492532209;136.62342527317932;136.62342527317932;133.51694792407994;119.56120554261082;141.4191846239604;129.88226945076727;124.90187393789093;119.83651279733715;134.750971650153;144.70951967574905;132.59885205668874;122.62469376153705;126.34653637584607;133.21021182558732;127.80790832738843;143.05489254083338;122.06191555248;156.1205430194796;132.59885205668874;135.99640077891235;132.59885205668874;142.071211385041;132.9041804094259;123.19006671368945;130.4811041541137;134.44140055858222;148.07640943814368;;;;;;;;
300;5;158.65442679270308;132.59885205668874;124.04301747004386;128.39717898913622;154.3354407858697;122.90705514830907;142.72624437825547;160.489484056269;135.37225397356013;131.687069245691;133.21021182558732;143.3842974641264;153.9808771765164;148.75912997493032;143.3842974641264;160.489484056269;141.09429426645892;152.2202401555017;116.0392412484498;130.4811041541137;151.52163507434625;141.4191846239604;148.4173771424014;173.14483149362397;138.52189787423194;145.0427346212984;164.2235189839767;120.38903057281587;147.73622505843724;141.09429426645892;132.29422515218823;134.1325406623339;142.72624437825547;144.0453845670817;150.13402880772443;144.37707024389624;155.40403774715355;120.11245398749564;149.78911734170106;156.48003352402927;152.5707496392494;144.37707024389624;146.38328485555763;119.01248701729637;155.40403774715355;160.85903468991685;123.47372995481003;135.0612555746781;148.4173771424014;138.52189787423194;144.0453845670817;147.73622505843724;163.0942770678616;127.51428793112879;139.48100408072568;156.48003352402927;169.2079480779645;142.3983512378432;131.3845370318381;109.05239126123435;137.8861604610773;122.90705514830907;144.0453845670817;138.84086491082343;131.687069245691;155.7618783929666;165.74134666021052;114.44889832406156;135.0612555746781;135.37225397356013;142.72624437825547;131.0826998424925;138.20366361880318;127.51428793112879;156.84035180832117;125.18947886683053;158.2899409304989;131.0826998424925;140.1240946738786;111.84661464128764;130.4811041541137;129.58388350640496;138.20366361880318;165.3605796128513;153.27419176407454;131.0826998424925;144.70951967574905;138.52189787423194;135.0612555746781;167.27320278297256;141.4191846239604;113.14027499953865;132.29422515218823;163.46982562039878;114.97657598449999;163.46982562039878;184.66223886473054;;
350;5;183.3924552080421;146.38328485555763;151.52163507434625;151.8705359171794;160.85903468991685;160.12078241236603;145.0427346212984;147.73622505843724;154.3354407858697;160.85903468991685;175.95502463319346;163.46982562039878;170.7718440912787;180.46347821208073;158.2899409304989;153.9808771765164;264.36439103562185;173.54352292544948;138.84086491082343;166.50551309015668;184.23800377271442;142.72624437825547;188.09147629452292;186.3689703891691;190.2670136354386;134.1325406623339;124.61492974015573;188.09147629452292;159.019751937195;162.71959128443044;128.6928323718675;182.1314029007877;136.9380207974764;171.1650713707123;151.17353578131596;148.4173771424014;176.3601869479027;159.019751937195;176.3601869479027;161.2294362682334;128.10220482778118;161.2294362682334;169.9880976073776;147.73622505843724;196.9457717471083;147.39682220370585;159.019751937195;155.40403774715355;161.6006907506438;171.95424440542277;160.85903468991685;150.82623619664253;152.9220662226185;192.0255470109072;253.06045696699857;161.97280010108508;156.48003352402927;169.2079480779645;161.97280010108508;181.29552244642448;145.711468108377;147.05819907850767;149.44499826045774;154.69082083006467;146.72035389152555;155.04701918906255;150.47973448311032;180.04888917235328;156.84035180832117;166.88891651518585;179.22256628189072;159.38591829654547;139.48100408072568;143.71446089068743;164.98068732334383;144.70951967574905;146.38328485555763;167.27320278297256;166.12299047968008;145.0427346212984;171.55920411377264;148.07640943814368;144.70951967574905;187.65936301980136;163.0942770678616;161.97280010108508;143.05489254083338;139.48100408072568;175.1474902728613;;;;;;;;;;
400;5;302.091037470114;277.4465828783136;254.22721655872235;261.34161481541787;259.54456462613547;269.2737231785496;247.30649072036954;275.5387909079098;287.18552070336415;265.5832685032748;240.57416503357393;270.5152355945282;252.47908674801366;268.0379086046006;232.41589566874947;257.1677049508413;181.71298204255672;239.4700652508151;278.08544442808454;342.040250112449;219.93420215936857;278.725777050505;254.81261210362217;213.45550864373638;280.6556352662915;221.45699575047882;258.94829809685814;199.22372122686238;251.8990521439864;270.5152355945282;236.73193393193665;282.598855549887;252.47908674801366;289.839818542273;251.8990521439864;295.9020302120025;253.06045696699857;222.4780445427044;261.34161481541787;251.32035008653247;254.81261210362217;280.6556352662915;265.5832685032748;221.45699575047882;201.0650365251293;246.17149335836635;294.5440067217022;230.81774594583314;245.04170499434795;275.5387909079098;240.0214802850993;273.01545915549303;214.9334446689586;272.3882451720131;252.47908674801366;234.56398798235475;236.73193393193665;285.8675010773755;241.6833553746412;283.90180477109226;239.4700652508151;254.22721655872235;169.9880976073776;247.87595027647916;215.4283605267583;276.80918902161307;277.4465828783136;271.1381366980691;291.8466288236721;300.0137840772717;275.5387909079098;261.94339230832657;236.18807616008147;256.57689891684043;301.3970265024886;190.7051314091029;244.4787567115525;236.18807616008147;219.93420215936857;281.3018861310095;262.5465554823915;219.93420215936857;302.091037470114;240.57416503357393;277.4465828783136;273.01545915549303;266.8077657227987;280.6556352662915;312.6950456395597;208.12282714267883;271.1381366980691;289.839818542273;245.04170499434795;249.01880620114244;243.9171017219502;328.1689018548046;325.9123305559271;295.2222376036896;261.94339230832657
450;5;287.18552070336415;328.1689018548046;342.82784807816876;343.61725960400435;347.59166713154747;302.091037470114;359.79283969449995;343.61725960400435;305.58513696531435;321.44563150400245;321.44563150400245;309.8314439851943;298.63688995492015;281.9496250833612;313.4150719573846;390.8517845698973;266.1948130274459;296.5833881427452;319.97037728515147;343.61725960400435;238.9199170137345;263.7570516442754;287.84680758938356;248.44672109694383;315.58511398926566;353.23318533291837;288.50961718568635;323.67127600466995;363.11820705465465;343.61725960400435;296.5833881427452;304.18267347431294;329.6819561602209;272.3882451720131;304.88309880366177;276.80918902161307;302.091037470114;348.39204805117305;251.8990521439864;322.9276875244099;313.4150719573846;310.54487643917764;339.6882959598702;283.90180477109226;269.8937655172144;289.839818542273;330.44109733708814;287.84680758938356;295.9020302120025;285.21076136507946;299.3245453023246;315.58511398926566;268.0379086046006;261.94339230832657;310.54487643917764;356.49792541509163;289.1739529985368;304.18267347431294;284.5555304183761;325.16359357324677;319.23529109056983;277.4465828783136;315.58511398926566;310.54487643917764;300.7046099258363;309.8314439851943;333.4951826837323;321.44563150400245;325.9123305559271;362.2839948901666;325.9123305559271;271.76247212298546;361.4516992088564;311.97667347925545;361.4516992088564;266.1948130274459;294.5440067217022;304.18267347431294;316.3117951143896;337.3525144312268;335.80425658797634;328.9245590016707;312.6950456395597;386.382735332994;367.31816993535824;277.4465828783136;285.21076136507946;324.4165767067347;314.86010231013057;339.6882959598702;306.28879167305405;339.6882959598702;301.3970265024886;322.9276875244099;287.84680758938356;301.3970265024886;370.71308978460263;381.08727629145363;328.1689018548046
500;5;375.0008979590133;357.3188143038935;379.3383005487472;358.96626708608295;358.1415934100561;344.4084888659446;436.473830534054;369.0117257090382;291.17615292023476;383.7258711816188;308.4094923390225;426.54949972974595;322.9276875244099;380.2117827594916;343.61725960400435;329.6819561602209;317.04014952964735;370.71308978460263;377.59735161863443;362.2839948901666;366.4743089566345;331.20198654813083;306.28879167305405;374.13938701108043;396.28292789392685;360.62131560787793;354.0465566776694;381.08727629145363;381.9647857759958;402.7147200282304;400.866486512238;392.65384433875624;417.8106838685425;306.28879167305405;389.95385847623;342.040250112449;485.18410678467933;368.16397402805757;301.3970265024886;363.11820705465465;378.46682503849723;317.04014952964735;309.8314439851943;375.0008979590133;351.6120441636875;354.0465566776694;382.8443158551454;343.61725960400435;351.6120441636875;426.54949972974595;339.6882959598702;363.11820705465465;352.4216825925416;329.6819561602209;395.3725245249812;342.040250112449;372.422298162979;419.73704023717846;392.65384433875624;328.1689018548046;396.28292789392685;360.62131560787793;335.80425658797634;353.23318533291837;401.78954053643093;335.032794319519;345.2015400495941;311.97667347925545;350.80426576336697;372.422298162979;368.16397402805757;358.96626708608295;312.6950456395597;353.23318533291837;302.78664650003196;356.49792541509163;366.4743089566345;348.39204805117305;260.1422041467649;406.43679072472565;311.2599516762814;389.95385847623;319.23529109056983;362.2839948901666;314.86010231013057;317.7701810880355;328.9245590016707;390.8517845698973;319.97037728515147;325.9123305559271;381.08727629145363;398.11002847178173;;;;;;;
50;6;84.09342814000658;77.05569102752814;73.42235259482725;78.84851031015829;87.64796734623927;80.68304229352877;75.47703369614224;65.4461993090189;84.09342814000658;75.82502782400917;79.39444634461776;67.12311164564821;86.04999121148714;78.12643067468917;79.03007059816505;69.96033373619683;76.35002968948747;83.3233165462957;84.28706562247159;78.84851031015829;75.65083066354039;65.4461993090189;71.42360525536486;66.35561741197426;76.52583685851603;77.23312308554021;96.53719944346616;86.64578929039162;74.10095502346904;81.61625295647981;75.47703369614224;81.9925525455932;75.65083066354039;87.84978967784696;83.3233165462957;72.2497177582651;80.12824555161734;73.93071867376308;86.44673297753417;76.52583685851603;83.70748671638003;83.13189313954281;84.09342814000658;84.28706562247159;78.84851031015829;75.30363600242836;86.04999121148714;87.24571259169099;79.76050208051753;81.05503922506719;80.49768453938279;76.52583685851603;69.16039834267852;77.23312308554021;93.47821556368753;80.49768453938279;84.48114898371028;76.52583685851603;80.12824555161734;84.67567925042412;71.42360525536486;82.94090950069848;81.24168037032425;85.45828998891848;75.30363600242836;72.41608335620725;89.89375028360132;68.52704059086128;84.67567925042412;72.2497177582651;69.63925524770207;76.52583685851603;72.2497177582651;79.5772637306123;94.55942005273376;75.30363600242836;79.5772637306123;85.85230365953272;91.98526677962242;76.52583685851603;78.30632826816861;76.35002968948747;82.18135245311242;68.84299110663966;94.34218330463797;74.61401965051199;81.9925525455932;87.44660867258324;92.83543601596358;80.68304229352877;70.76952148581977;82.18135245311242;84.67567925042412;85.65507026646488;94.55942005273376;85.45828998891848;79.39444634461776;87.44660867258324;
100;6;97.65378530006194;95.65313016290338;85.45828998891848;92.83543601596358;114.44889832406156;74.27158336739988;88.86589365874443;84.67567925042412;94.34218330463797;76.52583685851603;88.05207673504692;93.26346272832193;61.36431151773767;93.47821556368753;96.09414812530488;97.42943969022213;86.24813396809573;79.03007059816505;95.21413622430518;82.56025748784099;92.19707638088428;77.76787440525929;95.21413622430518;93.26346272832193;85.85230365953272;80.31275261817575;98.78328601209519;94.34218330463797;108.55190226864423;101.78150629043697;95.21413622430518;90.72458878313572;95.43338077220086;108.05371023835644;83.70748671638003;89.07052044475715;96.75949053895263;89.27561841403075;83.90023551197255;91.14288323117634;87.04527804082183;87.84978967784696;85.45828998891848;83.90023551197255;101.31438656056716;86.24813396809573;84.87065745167865;79.94416236366476;96.75949053895263;80.68304229352877;97.2056094823455;78.12643067468917;94.55942005273376;90.10074386061753;101.5476778317758;86.64578929039162;71.0958111755837;90.51616201160321;86.44673297753417;87.04527804082183;97.2056094823455;84.28706562247159;81.05503922506719;92.83543601596358;75.13063666512456;99.92585095768132;98.32992642291843;79.5772637306123;82.75036461945882;90.10074386061753;94.12544562691185;94.99539535941216;92.19707638088428;100.3865687105195;103.9103408939769;90.30821407077885;80.31275261817575;84.48114898371028;95.87338555888753;100.84941064689724;102.01587317350378;82.94090950069848;72.41608335620725;107.06417494602071;101.5476778317758;87.04527804082183;92.83543601596358;85.06608461890904;107.55780462860899;93.69346289903146;108.55190226864423;100.61772354471226;79.03007059816505;91.35275312046308;84.48114898371028;88.86589365874443;96.31541902998988;;
150;6;101.78150629043697;104.62980153088488;97.2056094823455;114.71243373975977;102.48622717491455;91.77394378063636;81.05503922506719;91.14288323117634;97.2056094823455;108.80185898389541;115.24132645559527;91.14288323117634;130.78155608093476;107.06417494602071;90.93349548795442;96.98229349236969;102.48622717491455;114.71243373975977;108.05371023835644;92.4093737048952;84.87065745167865;112.62102492532209;99.01074905214578;106.0837016293693;112.36229422235937;94.77715702038213;108.80185898389541;116.0392412484498;87.04527804082183;101.78150629043697;109.05239126123435;111.84661464128764;88.4580493090837;101.31438656056716;104.87072703252481;101.5476778317758;89.89375028360132;108.55190226864423;117.651683036647;103.9103408939769;96.31541902998988;98.55634553585797;120.66624401638853;119.28653076694064;88.6617369735164;106.0837016293693;107.3107059503725;101.5476778317758;118.73907284398597;95.65313016290338;91.77394378063636;114.44889832406156;109.80745473420666;90.72458878313572;94.55942005273376;90.51616201160321;98.32992642291843;97.87864749865372;96.75949053895263;92.4093737048952;106.57281074536908;116.30643866255794;103.9103408939769;119.28653076694064;102.48622717491455;107.55780462860899;104.14960973171877;108.05371023835644;96.31541902998988;98.78328601209519;106.81821031140409;95.65313016290338;85.85230365953272;84.87065745167865;94.34218330463797;118.46628680064781;103.9103408939769;94.55942005273376;108.05371023835644;96.98229349236969;104.38942952113904;102.25077972077757;103.43345101350522;105.11220730055531;98.32992642291843;95.21413622430518;100.1559449215093;107.55780462860899;92.62215987470853;95.87338555888753;101.31438656056716;113.40079711762655;97.2056094823455;93.69346289903146;99.23873585928976;96.09414812530488;96.09414812530488;113.66191912619567;
200;6;158.2899409304989;137.8861604610773;155.7618783929666;149.44499826045774;178.81082805990556;145.37671684325215;162.34576628801665;141.74482308927838;163.0942770678616;154.3354407858697;139.80217960037407;141.74482308927838;150.13402880772443;160.85903468991685;108.55190226864423;185.08745082042088;168.81921700947953;146.38328485555763;160.489484056269;146.38328485555763;144.0453845670817;135.68396849198137;137.5693867214618;141.74482308927838;147.73622505843724;161.2294362682334;161.97280010108508;164.60166778205706;169.2079480779645;143.71446089068743;146.72035389152555;164.2235189839767;163.0942770678616;143.05489254083338;146.38328485555763;183.8147433001679;146.72035389152555;152.2202401555017;150.47973448311032;128.39717898913622;149.44499826045774;141.09429426645892;138.52189787423194;135.99640077891235;138.84086491082343;141.4191846239604;136.9380207974764;143.71446089068743;126.34653637584607;148.07640943814368;153.62712812636244;138.84086491082343;147.39682220370585;135.99640077891235;149.44499826045774;168.43137899504623;143.05489254083338;181.29552244642448;157.92629242245135;140.77015029810312;154.3354407858697;147.39682220370585;139.48100408072568;174.74511395537968;161.2294362682334;145.711468108377;138.20366361880318;141.09429426645892;137.5693867214618;134.1325406623339;156.84035180832117;152.5707496392494;150.47973448311032;157.56347934485905;147.39682220370585;140.1240946738786;135.68396849198137;137.5693867214618;154.69082083006467;151.52163507434625;154.69082083006467;137.25334072422285;152.2202401555017;163.46982562039878;179.22256628189072;130.78155608093476;141.74482308927838;133.21021182558732;155.40403774715355;151.17353578131596;144.0453845670817;165.3605796128513;147.39682220370585;152.2202401555017;139.48100408072568;159.019751937195;151.8705359171794;;
250;6;152.9220662226185;143.71446089068743;139.48100408072568;122.62469376153705;134.1325406623339;92.4093737048952;139.16056641591413;129.28618306108862;123.47372995481003;115.24132645559527;134.44140055858222;124.90187393789093;152.9220662226185;110.31373257227528;125.76667700754922;143.71446089068743;129.28618306108862;137.5693867214618;136.62342527317932;112.1041579161951;126.05627327270784;138.52189787423194;145.711468108377;147.73622505843724;139.16056641591413;136.30955248712056;121.78149575309698;118.46628680064781;115.50668655357624;136.62342527317932;126.92906924156685;141.4191846239604;136.9380207974764;122.90705514830907;137.5693867214618;122.90705514830907;161.97280010108508;114.71243373975977;138.52189787423194;124.90187393789093;149.44499826045774;140.4467510041707;134.1325406623339;132.9041804094259;115.50668655357624;126.34653637584607;124.32864475568945;123.47372995481003;135.68396849198137;121.78149575309698;103.9103408939769;130.18134247263782;135.68396849198137;121.5017201781105;134.1325406623339;144.37707024389624;137.5693867214618;143.05489254083338;124.61492974015573;133.21021182558732;133.21021182558732;121.22258734750707;133.51694792407994;140.77015029810312;131.3845370318381;143.3842974641264;140.77015029810312;133.51694792407994;127.51428793112879;135.37225397356013;124.61492974015573;148.4173771424014;128.10220482778118;123.75804637224999;136.30955248712056;132.29422515218823;108.80185898389541;125.76667700754922;152.9220662226185;134.1325406623339;140.77015029810312;125.18947886683053;118.46628680064781;129.88226945076727;128.6928323718675;117.38139511592345;110.31373257227528;116.84268069149917;123.47372995481003;133.21021182558732;117.11172814305381;125.76667700754922;140.77015029810312;141.74482308927838;147.05819907850767;120.38903057281587;121.5017201781105;;
300;6;149.1016697436037;149.78911734170106;126.34653637584607;123.75804637224999;124.90187393789093;130.4811041541137;121.22258734750707;133.21021182558732;161.2294362682334;120.66624401638853;142.3983512378432;134.44140055858222;133.51694792407994;112.88035139376932;149.1016697436037;149.44499826045774;142.3983512378432;146.72035389152555;155.40403774715355;168.43137899504623;148.75912997493032;144.0453845670817;151.17353578131596;131.99029808444726;147.73622505843724;151.52163507434625;122.06191555248;138.52189787423194;119.56120554261082;149.78911734170106;141.09429426645892;128.98916653998216;149.78911734170106;147.39682220370585;163.46982562039878;141.4191846239604;128.98916653998216;159.38591829654547;146.72035389152555;132.59885205668874;140.4467510041707;150.82623619664253;129.88226945076727;151.17353578131596;120.66624401638853;129.88226945076727;154.69082083006467;122.06191555248;127.22134208574965;128.39717898913622;149.78911734170106;136.9380207974764;169.9880976073776;136.30955248712056;133.51694792407994;132.59885205668874;155.40403774715355;149.1016697436037;120.11245398749564;116.84268069149917;143.05489254083338;114.44889832406156;125.47774604840528;125.18947886683053;137.5693867214618;163.0942770678616;150.13402880772443;141.09429426645892;166.50551309015668;132.29422515218823;157.92629242245135;119.28653076694064;170.3795201952986;132.29422515218823;165.74134666021052;142.071211385041;144.70951967574905;127.22134208574965;125.76667700754922;145.0427346212984;155.40403774715355;133.51694792407994;160.489484056269;132.29422515218823;153.27419176407454;149.1016697436037;149.1016697436037;115.24132645559527;131.99029808444726;126.92906924156685;133.82439032753845;167.27320278297256;142.071211385041;124.61492974015573;141.74482308927838;123.47372995481003;157.92629242245135;138.20366361880318;
