distance;retries;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68;_69;_70;_71;_72;_73;_74;_75;_76;_77;_78;_79;_80;_81;_82;_83;_84;_85;_86;_87;_88;_89;_90;_91;_92;_93;_94;_95;_96;_97;_98;_99
50;2;102.25077972077757;96.31541902998988;94.12544562691185;103.43345101350522;105.5968372484542;84.28706562247159;124.61492974015573;86.64578929039162;106.81821031140409;112.88035139376932;138.52189787423194;122.342981059681;87.44660867258324;92.62215987470853;102.72221678143227;131.0826998424925;90.72458878313572;112.36229422235937;95.65313016290338;100.61772354471226;97.65378530006194;93.69346289903146;96.75949053895263;134.750971650153;95.21413622430518;106.32797494975146;98.78328601209519;132.59885205668874;102.48622717491455;126.92906924156685;103.19582744802683;113.66191912619567;89.89375028360132;116.30643866255794;95.65313016290338;94.77715702038213;114.71243373975977;97.42943969022213;93.90920587301264;82.56025748784099;129.88226945076727;120.11245398749564;101.78150629043697;89.27561841403075;86.44673297753417;110.8223446530412;133.82439032753845;114.71243373975977;99.46724763957785;141.74482308927838;84.48114898371028;98.78328601209519;110.06030254361242;122.342981059681;115.77265768219846;95.65313016290338;114.44889832406156;86.64578929039162;116.57425133799784;95.21413622430518;126.05627327270784;123.75804637224999;96.98229349236969;103.43345101350522;128.6928323718675;90.93349548795442;93.90920587301264;93.04920325689164;118.19412744424307;137.5693867214618;100.1559449215093;111.33330173875498;100.1559449215093;90.93349548795442;102.25077972077757;108.05371023835644;132.29422515218823;134.1325406623339;102.01587317350378;94.99539535941216;100.1559449215093;117.11172814305381;97.87864749865372;85.65507026646488;88.4580493090837;115.24132645559527;117.651683036647;87.04527804082183;111.58966303523249;82.94090950069848;129.28618306108862;124.04301747004386;109.30350042597735;133.21021182558732;123.47372995481003;115.24132645559527;125.76667700754922;84.87065745167865;92.83543601596358;91.56310626602688
100;2;120.11245398749564;128.39717898913622;164.98068732334383;119.01248701729637;140.4467510041707;148.75912997493032;136.30955248712056;143.3842974641264;124.61492974015573;139.80217960037407;146.04699018750796;137.8861604610773;134.44140055858222;143.05489254083338;155.04701918906255;151.52163507434625;133.21021182558732;128.10220482778118;150.82623619664253;154.3354407858697;151.17353578131596;130.4811041541137;131.3845370318381;123.19006671368945;143.05489254083338;127.22134208574965;126.92906924156685;143.3842974641264;122.06191555248;150.13402880772443;141.4191846239604;147.39682220370585;141.09429426645892;124.32864475568945;160.489484056269;126.05627327270784;135.99640077891235;112.62102492532209;113.40079711762655;134.44140055858222;137.8861604610773;122.06191555248;132.9041804094259;140.4467510041707;144.70951967574905;116.0392412484498;123.19006671368945;123.47372995481003;116.84268069149917;129.28618306108862;130.18134247263782;127.51428793112879;158.2899409304989;120.66624401638853;145.0427346212984;138.84086491082343;125.76667700754922;144.0453845670817;149.1016697436037;126.63746785245633;138.20366361880318;120.38903057281587;109.55518780649251;138.84086491082343;143.05489254083338;126.05627327270784;140.77015029810312;142.72624437825547;152.5707496392494;124.32864475568945;119.83651279733715;141.74482308927838;124.61492974015573;144.70951967574905;126.92906924156685;144.37707024389624;136.9380207974764;119.01248701729637;154.69082083006467;146.04699018750796;120.11245398749564;127.22134208574965;121.5017201781105;154.69082083006467;135.68396849198137;133.21021182558732;129.28618306108862;130.18134247263782;153.9808771765164;133.21021182558732;138.52189787423194;130.4811041541137;173.14483149362397;131.3845370318381;128.98916653998216;143.3842974641264;127.80790832738843;152.5707496392494;140.77015029810312;139.80217960037407
150;2;273.6441173913884;277.4465828783136;269.2737231785496;237.27704401627443;255.39935560783434;243.9171017219502;297.2663150003028;342.82784807816876;246.17149335836635;265.5832685032748;271.76247212298546;311.2599516762814;318.50189365142256;317.7701810880355;235.10410605239272;237.27704401627443;266.1948130274459;262.5465554823915;221.96693304379488;284.5555304183761;324.4165767067347;264.97312891521335;235.10410605239272;313.4150719573846;275.5387909079098;289.1739529985368;249.59220861540658;250.7429775143165;274.9057799304979;323.67127600466995;251.8990521439864;263.15110752834715;235.64546782369993;229.7584226260572;304.18267347431294;289.1739529985368;298.63688995492015;284.5555304183761;289.1739529985368;228.70396100307693;238.3710326635721;288.50961718568635;239.4700652508151;243.9171017219502;250.16693137303636;266.8077657227987;266.1948130274459;280.6556352662915;329.6819561602209;208.60206055226598;225.0513099716953;232.41589566874947;287.84680758938356;300.0137840772717;247.30649072036954;261.34161481541787;282.598855549887;249.59220861540658;247.87595027647916;312.6950456395597;282.598855549887;283.90180477109226;255.39935560783434;285.8675010773755;235.64546782369993;281.9496250833612;216.42161371608097;213.45550864373638;306.28879167305405;317.7701810880355;278.08544442808454;273.01545915549303;222.4780445427044;260.74121982026094;243.9171017219502;216.42161371608097;248.44672109694383;248.44672109694383;244.4787567115525;279.367584132936;239.4700652508151;232.41589566874947;264.36439103562185;272.3882451720131;219.42893477463318;276.1732594861681;222.4780445427044;253.64316587639095;269.2737231785496;244.4787567115525;247.87595027647916;129.58388350640496;279.367584132936;264.97312891521335;257.1677049508413;284.5555304183761;271.76247212298546;283.90180477109226;265.5832685032748;
200;2;272.3882451720131;296.5833881427452;260.1422041467649;261.34161481541787;234.56398798235475;287.18552070336415;280.6556352662915;271.76247212298546;271.76247212298546;240.0214802850993;279.367584132936;278.08544442808454;295.9020302120025;245.60594954833422;260.74121982026094;264.97312891521335;249.59220861540658;241.6833553746412;266.8077657227987;269.8937655172144;314.86010231013057;286.52575302941904;268.6551052985083;255.39935560783434;330.44109733708814;252.47908674801366;295.9020302120025;238.3710326635721;236.73193393193665;299.3245453023246;305.58513696531435;259.54456462613547;282.598855549887;253.64316587639095;259.54456462613547;290.5072173393252;280.01086907053855;260.1422041467649;261.94339230832657;305.58513696531435;296.5833881427452;266.1948130274459;297.2663150003028;256.57689891684043;315.58511398926566;278.725777050505;242.23986683485333;226.60953370011526;299.3245453023246;284.5555304183761;317.7701810880355;294.5440067217022;293.86733397819717;295.2222376036896;251.32035008653247;273.01545915549303;306.28879167305405;262.5465554823915;246.17149335836635;278.725777050505;261.94339230832657;242.23986683485333;290.5072173393252;219.93420215936857;287.18552070336415;297.95081439736;281.9496250833612;283.90180477109226;245.04170499434795;271.1381366980691;265.5832685032748;265.5832685032748;291.8466288236721;294.5440067217022;355.6789224011468;259.54456462613547;319.97037728515147;268.6551052985083;265.5832685032748;316.3117951143896;311.2599516762814;283.90180477109226;279.367584132936;277.4465828783136;290.5072173393252;289.839818542273;296.5833881427452;269.8937655172144;262.5465554823915;271.76247212298546;254.81261210362217;250.16693137303636;236.18807616008147;332.729025182434;295.2222376036896;317.04014952964735;280.6556352662915;311.2599516762814;306.28879167305405;
250;2;292.51864859645656;348.39204805117305;289.1739529985368;333.4951826837323;296.5833881427452;322.18580733237013;340.47047820534823;306.994066649216;387.27243839056536;292.51864859645656;317.04014952964735;291.8466288236721;301.3970265024886;348.39204805117305;318.50189365142256;318.50189365142256;290.5072173393252;281.3018861310095;309.8314439851943;300.0137840772717;322.9276875244099;347.59166713154747;304.18267347431294;332.729025182434;335.80425658797634;298.63688995492015;291.8466288236721;283.2495809650177;325.16359357324677;314.86010231013057;332.729025182434;358.1415934100561;320.70715612377506;305.58513696531435;306.28879167305405;334.2631043753249;377.59735161863443;291.8466288236721;289.1739529985368;364.79239849526294;251.32035008653247;325.9123305559271;279.367584132936;297.95081439736;300.0137840772717;324.4165767067347;218.42187967716725;302.091037470114;402.7147200282304;293.19221579357423;289.839818542273;271.1381366980691;301.3970265024886;238.3710326635721;328.9245590016707;333.4951826837323;404.57147500272475;260.74121982026094;325.9123305559271;291.17615292023476;329.6819561602209;293.19221579357423;328.1689018548046;262.5465554823915;291.8466288236721;342.82784807816876;314.13675624167104;307.7009656247064;304.18267347431294;287.18552070336415;336.57749526173416;251.32035008653247;332.729025182434;353.23318533291837;323.67127600466995;325.16359357324677;249.01880620114244;286.52575302941904;327.41498072219457;286.52575302941904;246.17149335836635;294.5440067217022;292.51864859645656;353.23318533291837;228.70396100307693;359.79283969449995;328.9245590016707;318.50189365142256;319.97037728515147;276.80918902161307;336.57749526173416;322.9276875244099;309.8314439851943;322.9276875244099;306.28879167305405;260.74121982026094;287.84680758938356;273.01545915549303;327.41498072219457;
300;2;353.23318533291837;264.36439103562185;289.1739529985368;292.51864859645656;271.76247212298546;319.23529109056983;320.70715612377506;271.76247212298546;288.50961718568635;335.032794319519;253.06045696699857;278.725777050505;333.4951826837323;327.41498072219457;301.3970265024886;325.16359357324677;311.2599516762814;315.58511398926566;298.63688995492015;357.3188143038935;354.8618009295309;300.7046099258363;309.1196505402723;284.5555304183761;345.9964173501956;274.274223205303;341.25446154044994;352.4216825925416;318.50189365142256;335.80425658797634;300.7046099258363;281.3018861310095;287.84680758938356;283.2495809650177;329.6819561602209;338.1293181963075;266.1948130274459;363.11820705465465;314.86010231013057;342.040250112449;262.5465554823915;300.7046099258363;394.46421267761235;303.4838572720161;295.2222376036896;297.95081439736;290.5072173393252;287.18552070336415;303.4838572720161;362.2839948901666;325.16359357324677;325.16359357324677;270.5152355945282;349.1942719655453;309.1196505402723;287.18552070336415;302.78664650003196;331.20198654813083;304.18267347431294;295.9020302120025;317.7701810880355;303.4838572720161;277.4465828783136;327.41498072219457;348.39204805117305;320.70715612377506;332.729025182434;333.4951826837323;317.7701810880355;274.274223205303;338.1293181963075;341.25446154044994;308.4094923390225;351.6120441636875;304.88309880366177;306.28879167305405;322.9276875244099;369.86142946290823;347.59166713154747;320.70715612377506;306.28879167305405;345.2015400495941;342.82784807816876;341.25446154044994;361.4516992088564;287.84680758938356;257.1677049508413;309.8314439851943;320.70715612377506;343.61725960400435;340.47047820534823;362.2839948901666;277.4465828783136;322.18580733237013;338.1293181963075;361.4516992088564;300.0137840772717;322.18580733237013;;
350;2;479.63644972442125;349.1942719655453;408.3107066643835;533.1636541787166;474.1522252837146;485.18410678467933;499.9101691219138;443.5579332103361;433.4725275064743;422.64324067598795;433.4725275064743;370.71308978460263;486.301314526685;451.7949473188917;471.97613389477726;452.8352716120527;423.6164388784574;482.95738527938295;553.149561929708;439.495914163152;455.9706395660546;451.7949473188917;441.52225237307687;414.93771329682374;463.3711813673893;355.6789224011468;473.0629283372489;466.5794984838883;462.3066523279195;432.4766863495398;490.7959301502213;423.6164388784574;341.25446154044994;488.5434535396004;467.6538663798645;437.47887570316936;496.47266199286656;413.0333831330028;410.1932624738291;479.63644972442125;490.7959301502213;512.7192480089664;449.7214632308695;428.5161472499453;485.18410678467933;451.7949473188917;474.1522252837146;412.0844979880139;387.27243839056536;493.0587920210368;429.50286868328885;479.63644972442125;548.0839236257382;451.7949473188917;470.8918362071546;426.54949972974595;457.02057900456253;508.02386281723574;399.0267353460573;481.84785973673024;422.64324067598795;457.02057900456253;432.4766863495398;478.5345535564006;413.0333831330028;432.4766863495398;477.4351888372844;466.5794984838883;487.42109480377866;388.1641901202389;546.8247791725929;388.1641901202389;446.6290661734999;467.6538663798645;436.473830534054;482.95738527938295;477.4351888372844;435.47109431252;409.250902099993;432.4766863495398;430.4918621878093;370.71308978460263;475.2440304965578;461.2445688917187;434.47066173409036;502.2150530686748;466.5794984838883;425.5695632393202;409.250902099993;495.33208703428875;484.06946566773;527.0673928440674;470.8918362071546;505.6923197087124;439.495914163152;431.4831329952847;360.62131560787793;;;
400;2;418.7727543984368;423.6164388784574;316.3117951143896;447.6574952657893;389.05799523938344;390.8517845698973;361.4516992088564;357.3188143038935;432.4766863495398;397.1954276004851;368.16397402805757;403.64202988183786;354.8618009295309;430.4918621878093;449.7214632308695;359.79283969449995;436.473830534054;380.2117827594916;316.3117951143896;363.11820705465465;381.08727629145363;370.71308978460263;338.1293181963075;399.94555307269343;415.89316838956665;404.57147500272475;402.7147200282304;404.57147500272475;392.65384433875624;387.27243839056536;364.79239849526294;363.9543401153048;395.3725245249812;381.9647857759958;338.90791066626997;372.422298162979;395.3725245249812;374.13938701108043;345.9964173501956;400.866486512238;380.2117827594916;434.47066173409036;381.08727629145363;432.4766863495398;402.7147200282304;364.79239849526294;377.59735161863443;425.5695632393202;484.06946566773;331.96462781845474;416.85082355814023;457.02057900456253;387.27243839056536;375.0008979590133;423.6164388784574;445.6029997500121;399.94555307269343;443.5579332103361;324.4165767067347;430.4918621878093;397.1954276004851;404.57147500272475;383.7258711816188;338.1293181963075;422.64324067598795;379.3383005487472;386.382735332994;382.8443158551454;377.59735161863443;344.4084888659446;318.50189365142256;430.4918621878093;363.9543401153048;368.16397402805757;424.5918780128764;379.3383005487472;414.93771329682374;335.032794319519;362.2839948901666;359.79283969449995;431.4831329952847;385.4950762409936;349.99834311843045;391.75177827041654;358.96626708608295;366.4743089566345;476.3383497514306;572.5662335487999;346.79312497265164;360.62131560787793;336.57749526173416;364.79239849526294;398.11002847178173;401.78954053643093;387.27243839056536;453.8779914048565;385.4950762409936;381.08727629145363;437.47887570316936;423.6164388784574
450;2;488.5434535396004;430.4918621878093;481.84785973673024;413.9844532255518;447.6574952657893;440.50791812415736;440.50791812415736;503.3714770685424;509.19366245561287;469.8100295384435;473.0629283372489;498.7616969821788;453.8779914048565;468.7307081658843;496.47266199286656;543.0646754722676;445.6029997500121;467.6538663798645;446.6290661734999;449.7214632308695;450.75701302205556;375.0008979590133;445.6029997500121;434.47066173409036;414.93771329682374;387.27243839056536;362.2839948901666;423.6164388784574;451.7949473188917;529.4974877844472;396.28292789392685;484.06946566773;512.7192480089664;420.703546485842;488.5434535396004;453.8779914048565;354.0465566776694;410.1932624738291;363.9543401153048;476.3383497514306;369.86142946290823;468.7307081658843;457.02057900456253;455.9706395660546;477.4351888372844;434.47066173409036;475.2440304965578;440.50791812415736;494.1941323836063;446.6290661734999;415.89316838956665;479.63644972442125;485.18410678467933;393.55798754684844;484.06946566773;439.495914163152;434.47066173409036;435.47109431252;435.47109431252;444.57929056743217;553.149561929708;502.2150530686748;460.184925440363;412.0844979880139;450.75701302205556;387.27243839056536;415.89316838956665;415.89316838956665;444.57929056743217;452.8352716120527;467.6538663798645;453.8779914048565;480.74088317037916;488.5434535396004;479.63644972442125;384.60945641884547;401.78954053643093;391.75177827041654;496.47266199286656;443.5579332103361;494.1941323836063;365.6323866278597;466.5794984838883;513.8998594621052;477.4351888372844;380.2117827594916;436.473830534054;429.50286868328885;454.9231122132933;455.9706395660546;373.27985526137724;438.4862351365575;441.52225237307687;363.9543401153048;447.6574952657893;429.50286868328885;369.0117257090382;475.2440304965578;423.6164388784574;
500;2;415.89316838956665;398.11002847178173;466.5794984838883;463.3711813673893;509.19366245561287;555.69991122084;461.2445688917187;487.42109480377866;541.8170620241362;480.74088317037916;543.0646754722676;406.43679072472565;388.1641901202389;413.0333831330028;556.9794919704281;410.1932624738291;445.6029997500121;481.84785973673024;519.8438201124033;463.3711813673893;321.44563150400245;392.65384433875624;409.250902099993;412.0844979880139;453.8779914048565;317.04014952964735;476.3383497514306;460.184925440363;491.92605994062694;466.5794984838883;448.6882924672728;487.42109480377866;408.3107066643835;439.495914163152;413.9844532255518;410.1932624738291;418.7727543984368;513.8998594621052;471.97613389477726;382.8443158551454;465.5075987945472;397.1954276004851;236.18807616008147;474.1522252837146;425.5695632393202;371.5667111794065;457.02057900456253;473.0629283372489;447.6574952657893;545.5685274238044;502.2150530686748;494.1941323836063;476.3383497514306;541.8170620241362;454.9231122132933;580.5224189870349;531.9387869114252;373.27985526137724;431.4831329952847;475.2440304965578;467.6538663798645;434.47066173409036;468.7307081658843;489.6683966714307;518.6495532594981;399.0267353460573;399.0267353460573;402.7147200282304;387.27243839056536;423.6164388784574;365.6323866278597;505.6923197087124;460.184925440363;495.33208703428875;435.47109431252;515.083189446699;383.7258711816188;421.67227825724734;465.5075987945472;477.4351888372844;454.9231122132933;452.8352716120527;519.8438201124033;328.9245590016707;445.6029997500121;466.5794984838883;437.47887570316936;504.5305639046976;432.4766863495398;495.33208703428875;405.50306030765785;473.0629283372489;464.4381616414893;439.495914163152;443.5579332103361;528.2810430102825;458.07293608299915;374.13938701108043;363.9543401153048;
50;3;115.50668655357624;104.62980153088488;102.9587497887163;96.09414812530488;110.06030254361242;107.80547228788281;86.8453039596765;116.84268069149917;125.18947886683053;93.69346289903146;97.2056094823455;125.76667700754922;87.84978967784696;80.31275261817575;87.04527804082183;93.90920587301264;90.93349548795442;110.56774616084073;112.1041579161951;98.32992642291843;111.33330173875498;104.62980153088488;109.80745473420666;88.86589365874443;109.30350042597735;118.19412744424307;95.65313016290338;118.19412744424307;81.42875128425993;112.36229422235937;91.35275312046308;107.80547228788281;124.61492974015573;101.08163124269969;105.35424361240754;109.05239126123435;120.11245398749564;82.18135245311242;126.05627327270784;91.56310626602688;88.6617369735164;95.65313016290338;96.98229349236969;103.67162174218069;121.22258734750707;92.19707638088428;110.31373257227528;111.84661464128764;96.31541902998988;85.06608461890904;101.78150629043697;108.3025197932092;83.51518073358744;121.78149575309698;93.26346272832193;107.55780462860899;124.90187393789093;102.72221678143227;138.20366361880318;103.43345101350522;116.57425133799784;109.05239126123435;86.44673297753417;83.90023551197255;106.57281074536908;91.14288323117634;112.1041579161951;117.92259333504816;88.05207673504692;86.04999121148714;107.3107059503725;84.09342814000658;107.80547228788281;115.50668655357624;131.99029808444726;113.14027499953865;108.80185898389541;96.53719944346616;100.1559449215093;96.53719944346616;120.94409578467344;99.01074905214578;93.69346289903146;106.0837016293693;101.78150629043697;113.40079711762655;130.18134247263782;89.48118865153393;95.43338077220086;98.32992642291843;85.26196178592542;90.51616201160321;114.1859683433024;120.94409578467344;78.66736713095496;93.90920587301264;135.37225397356013;89.68723224473376;121.22258734750707;94.77715702038213
100;3;114.71243373975977;133.21021182558732;146.72035389152555;148.4173771424014;138.20366361880318;146.72035389152555;138.20366361880318;140.4467510041707;151.8705359171794;131.99029808444726;154.69082083006467;141.4191846239604;151.8705359171794;133.51694792407994;152.9220662226185;138.52189787423194;112.36229422235937;117.92259333504816;130.18134247263782;133.21021182558732;167.65837392639204;142.071211385041;121.78149575309698;141.4191846239604;136.62342527317932;144.70951967574905;129.88226945076727;131.687069245691;131.0826998424925;131.99029808444726;138.52189787423194;124.61492974015573;122.62469376153705;146.38328485555763;145.37671684325215;127.80790832738843;126.05627327270784;155.04701918906255;146.72035389152555;142.071211385041;113.14027499953865;139.48100408072568;131.99029808444726;139.16056641591413;144.70951967574905;143.05489254083338;147.39682220370585;159.75292780777542;136.9380207974764;135.99640077891235;129.58388350640496;135.0612555746781;135.37225397356013;145.711468108377;147.73622505843724;136.30955248712056;157.56347934485905;148.07640943814368;138.52189787423194;130.4811041541137;124.90187393789093;157.2014997784399;124.04301747004386;123.47372995481003;148.07640943814368;128.6928323718675;144.37707024389624;132.9041804094259;143.71446089068743;129.28618306108862;127.22134208574965;133.82439032753845;117.11172814305381;141.4191846239604;139.48100408072568;146.04699018750796;134.1325406623339;137.8861604610773;144.0453845670817;121.5017201781105;150.47973448311032;124.61492974015573;131.3845370318381;120.66624401638853;147.39682220370585;132.29422515218823;129.28618306108862;141.74482308927838;174.3436620399584;124.61492974015573;124.32864475568945;133.51694792407994;122.62469376153705;147.05819907850767;129.88226945076727;141.74482308927838;141.09429426645892;155.04701918906255;152.2202401555017;134.44140055858222
150;3;232.95106744040345;286.52575302941904;280.01086907053855;234.56398798235475;242.23986683485333;262.5465554823915;200.14226136713674;217.4194463948251;233.48747152374744;274.9057799304979;257.1677049508413;261.34161481541787;225.0513099716953;225.56952370197416;245.04170499434795;264.97312891521335;244.4787567115525;237.82340929672839;284.5555304183761;312.6950456395597;232.95106744040345;218.92482816947444;250.16693137303636;254.22721655872235;236.18807616008147;230.81774594583314;233.48747152374744;293.19221579357423;283.2495809650177;249.01880620114244;265.5832685032748;258.3534014046816;269.8937655172144;231.34923774277578;278.08544442808454;241.6833553746412;288.50961718568635;285.21076136507946;266.8077657227987;266.8077657227987;307.7009656247064;228.70396100307693;327.41498072219457;276.80918902161307;220.94822996518673;238.9199170137345;255.39935560783434;291.8466288236721;280.6556352662915;251.8990521439864;267.4221298318544;240.57416503357393;245.04170499434795;284.5555304183761;274.9057799304979;249.59220861540658;273.6441173913884;247.30649072036954;306.994066649216;254.81261210362217;278.08544442808454;263.7570516442754;287.18552070336415;293.86733397819717;242.23986683485333;293.19221579357423;259.54456462613547;255.9874501752332;305.58513696531435;309.8314439851943;333.4951826837323;257.1677049508413;255.9874501752332;319.97037728515147;312.6950456395597;236.73193393193665;267.4221298318544;224.01845134194735;259.54456462613547;274.274223205303;260.1422041467649;260.1422041467649;235.64546782369993;214.43966580958246;273.01545915549303;241.6833553746412;192.9108992761969;261.94339230832657;283.2495809650177;358.1415934100561;258.3534014046816;263.7570516442754;281.9496250833612;279.367584132936;317.7701810880355;334.2631043753249;296.5833881427452;274.9057799304979;224.53428676337103;280.6556352662915
200;3;268.0379086046006;306.28879167305405;275.5387909079098;328.9245590016707;281.9496250833612;338.1293181963075;265.5832685032748;273.01545915549303;311.97667347925545;253.64316587639095;264.97312891521335;280.6556352662915;278.08544442808454;242.23986683485333;264.97312891521335;271.1381366980691;326.6627916155961;316.3117951143896;271.76247212298546;293.86733397819717;253.06045696699857;258.3534014046816;242.7976597445259;320.70715612377506;226.60953370011526;224.53428676337103;295.2222376036896;319.23529109056983;220.44063299654638;302.78664650003196;222.99033295098835;317.7701810880355;287.18552070336415;273.01545915549303;250.7429775143165;271.76247212298546;250.7429775143165;243.9171017219502;295.9020302120025;315.58511398926566;262.5465554823915;269.8937655172144;311.97667347925545;280.01086907053855;293.19221579357423;262.5465554823915;284.5555304183761;268.6551052985083;291.17615292023476;330.44109733708814;274.9057799304979;333.4951826837323;278.08544442808454;304.18267347431294;266.8077657227987;281.9496250833612;293.86733397819717;208.60206055226598;295.9020302120025;315.58511398926566;285.8675010773755;291.8466288236721;251.8990521439864;308.4094923390225;282.598855549887;281.9496250833612;269.8937655172144;293.19221579357423;287.18552070336415;279.367584132936;261.94339230832657;241.12812241994263;288.50961718568635;283.2495809650177;266.8077657227987;231.34923774277578;309.1196505402723;295.9020302120025;256.57689891684043;293.19221579357423;263.15110752834715;291.8466288236721;291.17615292023476;280.01086907053855;271.76247212298546;364.79239849526294;292.51864859645656;258.94829809685814;237.27704401627443;246.17149335836635;233.48747152374744;246.17149335836635;260.1422041467649;271.76247212298546;279.367584132936;228.17854635123973;325.16359357324677;253.06045696699857;291.17615292023476;288.50961718568635
250;3;356.49792541509163;349.99834311843045;331.96462781845474;257.75987140260105;241.12812241994263;288.50961718568635;404.57147500272475;381.08727629145363;314.86010231013057;298.63688995492015;276.80918902161307;343.61725960400435;322.9276875244099;267.4221298318544;245.04170499434795;319.23529109056983;295.9020302120025;317.7701810880355;353.23318533291837;307.7009656247064;283.90180477109226;261.34161481541787;326.6627916155961;272.3882451720131;326.6627916155961;302.78664650003196;317.04014952964735;325.16359357324677;314.86010231013057;354.8618009295309;345.9964173501956;288.50961718568635;355.6789224011468;319.23529109056983;342.040250112449;331.96462781845474;314.86010231013057;326.6627916155961;328.9245590016707;323.67127600466995;321.44563150400245;323.67127600466995;285.8675010773755;249.01880620114244;319.97037728515147;323.67127600466995;292.51864859645656;281.9496250833612;349.99834311843045;303.4838572720161;297.2663150003028;390.8517845698973;353.23318533291837;374.13938701108043;342.82784807816876;381.08727629145363;362.2839948901666;306.994066649216;292.51864859645656;317.7701810880355;334.2631043753249;323.67127600466995;332.729025182434;273.01545915549303;386.382735332994;274.9057799304979;280.6556352662915;392.65384433875624;301.3970265024886;298.63688995492015;288.50961718568635;349.99834311843045;271.1381366980691;339.6882959598702;312.6950456395597;317.04014952964735;329.6819561602209;297.95081439736;306.994066649216;295.2222376036896;282.598855549887;339.6882959598702;346.79312497265164;285.21076136507946;296.5833881427452;308.4094923390225;261.94339230832657;312.6950456395597;304.18267347431294;306.28879167305405;317.7701810880355;275.5387909079098;295.2222376036896;302.78664650003196;333.4951826837323;219.42893477463318;286.52575302941904;354.8618009295309;342.82784807816876;328.1689018548046
300;3;338.1293181963075;320.70715612377506;305.58513696531435;249.59220861540658;288.50961718568635;342.040250112449;342.82784807816876;313.4150719573846;266.1948130274459;341.25446154044994;277.4465828783136;347.59166713154747;365.6323866278597;283.90180477109226;303.4838572720161;325.9123305559271;290.5072173393252;325.9123305559271;297.2663150003028;357.3188143038935;308.4094923390225;333.4951826837323;367.31816993535824;304.18267347431294;290.5072173393252;282.598855549887;269.2737231785496;293.86733397819717;311.97667347925545;337.3525144312268;358.96626708608295;345.9964173501956;338.90791066626997;311.97667347925545;343.61725960400435;295.2222376036896;322.18580733237013;305.58513696531435;316.3117951143896;358.1415934100561;357.3188143038935;309.8314439851943;331.20198654813083;330.44109733708814;264.36439103562185;314.13675624167104;327.41498072219457;268.6551052985083;349.1942719655453;322.18580733237013;314.86010231013057;375.0008979590133;301.3970265024886;378.46682503849723;342.82784807816876;353.23318533291837;364.79239849526294;353.23318533291837;300.7046099258363;349.1942719655453;305.58513696531435;345.2015400495941;385.4950762409936;335.032794319519;308.4094923390225;264.97312891521335;328.1689018548046;294.5440067217022;317.04014952964735;247.30649072036954;247.30649072036954;328.1689018548046;349.1942719655453;359.79283969449995;322.18580733237013;313.4150719573846;298.63688995492015;318.50189365142256;309.8314439851943;284.5555304183761;288.50961718568635;384.60945641884547;317.04014952964735;359.79283969449995;291.17615292023476;250.16693137303636;366.4743089566345;340.47047820534823;362.2839948901666;293.86733397819717;351.6120441636875;278.08544442808454;273.6441173913884;252.47908674801366;268.0379086046006;308.4094923390225;273.01545915549303;323.67127600466995;331.96462781845474;355.6789224011468
350;3;491.92605994062694;451.7949473188917;430.4918621878093;508.02386281723574;470.8918362071546;384.60945641884547;497.6158632929841;453.8779914048565;515.083189446699;449.7214632308695;409.250902099993;433.4725275064743;380.2117827594916;412.0844979880139;454.9231122132933;433.4725275064743;433.4725275064743;471.97613389477726;381.9647857759958;453.8779914048565;421.67227825724734;469.8100295384435;497.6158632929841;368.16397402805757;401.78954053643093;451.7949473188917;432.4766863495398;466.5794984838883;460.184925440363;437.47887570316936;370.71308978460263;488.5434535396004;407.3726711933644;497.6158632929841;435.47109431252;451.7949473188917;425.5695632393202;495.33208703428875;415.89316838956665;439.495914163152;435.47109431252;437.47887570316936;431.4831329952847;426.54949972974595;463.3711813673893;410.1932624738291;338.90791066626997;453.8779914048565;465.5075987945472;445.6029997500121;453.8779914048565;515.083189446699;455.9706395660546;408.3107066643835;387.27243839056536;460.184925440363;421.67227825724734;489.6683966714307;416.85082355814023;379.3383005487472;417.8106838685425;429.50286868328885;342.040250112449;458.07293608299915;445.6029997500121;477.4351888372844;438.4862351365575;479.63644972442125;533.1636541787166;413.9844532255518;461.2445688917187;556.9794919704281;458.07293608299915;457.02057900456253;448.6882924672728;448.6882924672728;508.02386281723574;388.1641901202389;420.703546485842;363.9543401153048;477.4351888372844;435.47109431252;377.59735161863443;414.93771329682374;459.12771636833594;438.4862351365575;512.7192480089664;490.7959301502213;427.53169266802;421.67227825724734;490.7959301502213;360.62131560787793;379.3383005487472;421.67227825724734;519.8438201124033;497.6158632929841;501.06128578760917;482.95738527938295;471.97613389477726;534.3913418829819
