distance;burst_duration;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68;_69;_70;_71;_72;_73;_74;_75;_76;_77;_78;_79;_80;_81;_82;_83;_84;_85;_86;_87;_88;_89;_90;_91;_92;_93;_94;_95;_96;_97;_98;_99
450;4;466.5794984838883;441.52225237307687;482.95738527938295;427.53169266802;477.4351888372844;440.50791812415736;438.4862351365575;471.97613389477726;430.4918621878093;410.1932624738291;522.2406100754972;464.4381616414893;462.3066523279195;420.703546485842;488.5434535396004;465.5075987945472;386.382735332994;388.1641901202389;444.57929056743217;487.42109480377866;450.75701302205556;418.7727543984368;436.473830534054;448.6882924672728;425.5695632393202;451.7949473188917;434.47066173409036;398.11002847178173;493.0587920210368;384.60945641884547;421.67227825724734;382.8443158551454;488.5434535396004;422.64324067598795;454.9231122132933;478.5345535564006;416.85082355814023;428.5161472499453;451.7949473188917;431.4831329952847;451.7949473188917;478.5345535564006;440.50791812415736;475.2440304965578;433.4725275064743;496.47266199286656;455.9706395660546;469.8100295384435;439.495914163152;490.7959301502213;538.0913926371364;476.3383497514306;460.184925440363;410.1932624738291;366.4743089566345;491.92605994062694;328.9245590016707;459.12771636833594;475.2440304965578;415.89316838956665;448.6882924672728;389.05799523938344;459.12771636833594;426.54949972974595;392.65384433875624;468.7307081658843;495.33208703428875;432.4766863495398;435.47109431252;530.716733601557;440.50791812415736;464.4381616414893;528.2810430102825;454.9231122132933;410.1932624738291;467.6538663798645;392.65384433875624;447.6574952657893;399.94555307269343;393.55798754684844;410.1932624738291;392.65384433875624;525.8565308655895;478.5345535564006;519.8438201124033;420.703546485842;407.3726711933644;546.8247791725929;511.54134884184504;402.7147200282304;430.4918621878093;475.2440304965578;402.7147200282304;444.57929056743217;471.97613389477726;508.02386281723574;389.05799523938344;;;
500;4;412.0844979880139;430.4918621878093;432.4766863495398;519.8438201124033;351.6120441636875;389.95385847623;435.47109431252;407.3726711933644;399.94555307269343;421.67227825724734;388.1641901202389;419.73704023717846;382.8443158551454;418.7727543984368;427.53169266802;443.5579332103361;482.95738527938295;490.7959301502213;461.2445688917187;485.18410678467933;462.3066523279195;450.75701302205556;358.96626708608295;404.57147500272475;417.8106838685425;424.5918780128764;581.8591572103832;386.382735332994;459.12771636833594;420.703546485842;448.6882924672728;465.5075987945472;380.2117827594916;467.6538663798645;442.5389222757411;515.083189446699;452.8352716120527;423.6164388784574;441.52225237307687;400.866486512238;461.2445688917187;521.040836940329;451.7949473188917;422.64324067598795;548.0839236257382;413.9844532255518;321.44563150400245;489.6683966714307;470.8918362071546;429.50286868328885;349.99834311843045;459.12771636833594;497.6158632929841;529.4974877844472;440.50791812415736;399.94555307269343;481.84785973673024;448.6882924672728;446.6290661734999;425.5695632393202;473.0629283372489;493.0587920210368;518.6495532594981;445.6029997500121;399.94555307269343;450.75701302205556;442.5389222757411;369.86142946290823;448.6882924672728;479.63644972442125;375.0008979590133;451.7949473188917;491.92605994062694;481.84785973673024;411.13779277098024;468.7307081658843;396.28292789392685;441.52225237307687;416.85082355814023;437.47887570316936;499.9101691219138;393.55798754684844;389.95385847623;406.43679072472565;419.73704023717846;430.4918621878093;399.0267353460573;505.6923197087124;438.4862351365575;522.2406100754972;398.11002847178173;444.57929056743217;416.85082355814023;380.2117827594916;454.9231122132933;446.6290661734999;463.3711813673893;413.0333831330028;467.6538663798645;433.4725275064743
50;5;93.04920325689164;94.55942005273376;116.0392412484498;117.11172814305381;82.37058710017779;107.06417494602071;98.32992642291843;102.9587497887163;93.90920587301264;107.80547228788281;96.09414812530488;80.49768453938279;92.83543601596358;103.19582744802683;116.57425133799784;103.67162174218069;100.61772354471226;98.32992642291843;113.66191912619567;112.62102492532209;90.10074386061753;102.72221678143227;109.05239126123435;99.23873585928976;146.04699018750796;116.57425133799784;125.47774604840528;122.90705514830907;96.75949053895263;114.71243373975977;103.43345101350522;99.69628560183793;108.3025197932092;123.75804637224999;119.56120554261082;120.66624401638853;112.36229422235937;113.14027499953865;79.03007059816505;95.21413622430518;105.11220730055531;91.35275312046308;94.12544562691185;126.92906924156685;128.39717898913622;89.48118865153393;134.44140055858222;102.9587497887163;112.88035139376932;102.01587317350378;110.06030254361242;110.56774616084073;105.5968372484542;105.83998949201612;94.99539535941216;110.06030254361242;98.10402747551902;97.42943969022213;89.07052044475715;115.50668655357624;99.23873585928976;93.90920587301264;135.68396849198137;131.99029808444726;87.04527804082183;86.24813396809573;105.35424361240754;103.43345101350522;81.9925525455932;102.9587497887163;121.5017201781105;135.37225397356013;93.47821556368753;93.69346289903146;81.9925525455932;87.24571259169099;128.10220482778118;81.80418637886815;84.67567925042412;89.48118865153393;124.90187393789093;91.56310626602688;86.64578929039162;114.1859683433024;85.45828998891848;113.92364240658203;87.84978967784696;96.09414812530488;93.04920325689164;93.04920325689164;99.01074905214578;87.04527804082183;116.30643866255794;111.58966303523249;102.01587317350378;108.55190226864423;106.81821031140409;98.78328601209519;96.98229349236969;115.50668655357624
100;5;132.9041804094259;123.75804637224999;139.16056641591413;154.69082083006467;162.34576628801665;127.51428793112879;134.44140055858222;141.74482308927838;138.84086491082343;115.50668655357624;142.72624437825547;130.78155608093476;116.30643866255794;130.78155608093476;131.687069245691;170.3795201952986;161.6006907506438;168.43137899504623;141.4191846239604;139.16056641591413;123.47372995481003;117.38139511592345;119.56120554261082;160.85903468991685;131.99029808444726;142.72624437825547;132.59885205668874;126.05627327270784;163.84623892869473;128.6928323718675;134.1325406623339;124.90187393789093;170.3795201952986;110.31373257227528;134.1325406623339;135.37225397356013;149.78911734170106;143.3842974641264;122.62469376153705;122.90705514830907;166.88891651518585;131.0826998424925;129.28618306108862;160.85903468991685;134.1325406623339;138.84086491082343;128.6928323718675;122.342981059681;142.071211385041;124.04301747004386;147.39682220370585;147.39682220370585;114.71243373975977;143.3842974641264;127.22134208574965;117.92259333504816;129.88226945076727;107.3107059503725;152.2202401555017;146.72035389152555;145.711468108377;129.58388350640496;131.687069245691;135.0612555746781;137.5693867214618;147.73622505843724;110.8223446530412;139.16056641591413;147.05819907850767;126.63746785245633;117.651683036647;129.58388350640496;122.90705514830907;129.88226945076727;124.61492974015573;121.22258734750707;132.9041804094259;140.4467510041707;125.76667700754922;140.77015029810312;151.17353578131596;133.21021182558732;115.77265768219846;122.90705514830907;140.77015029810312;138.52189787423194;105.35424361240754;137.25334072422285;112.88035139376932;123.47372995481003;115.24132645559527;121.22258734750707;128.6928323718675;126.92906924156685;122.342981059681;118.19412744424307;116.84268069149917;134.1325406623339;134.1325406623339;121.5017201781105
150;5;253.06045696699857;274.9057799304979;263.15110752834715;229.23058549940114;261.94339230832657;274.274223205303;283.2495809650177;240.0214802850993;246.73833941617247;273.6441173913884;349.99834311843045;282.598855549887;283.2495809650177;250.16693137303636;247.87595027647916;264.36439103562185;261.34161481541787;261.34161481541787;254.81261210362217;220.94822996518673;268.0379086046006;227.65433876444487;276.80918902161307;253.06045696699857;250.7429775143165;273.6441173913884;222.4780445427044;295.2222376036896;268.0379086046006;271.1381366980691;280.01086907053855;251.8990521439864;276.1732594861681;268.6551052985083;290.5072173393252;283.2495809650177;276.1732594861681;255.9874501752332;211.01483108851718;217.4194463948251;278.725777050505;254.22721655872235;250.16693137303636;263.7570516442754;246.17149335836635;323.67127600466995;307.7009656247064;343.61725960400435;232.41589566874947;314.13675624167104;273.6441173913884;258.94829809685814;251.32035008653247;268.6551052985083;308.4094923390225;254.81261210362217;280.6556352662915;292.51864859645656;268.6551052985083;237.27704401627443;245.04170499434795;281.9496250833612;232.95106744040345;283.90180477109226;246.17149335836635;229.23058549940114;259.54456462613547;255.39935560783434;265.5832685032748;241.6833553746412;313.4150719573846;270.5152355945282;274.274223205303;257.75987140260105;278.08544442808454;274.9057799304979;243.9171017219502;293.86733397819717;258.3534014046816;253.06045696699857;234.56398798235475;236.18807616008147;349.1942719655453;299.3245453023246;278.725777050505;297.95081439736;227.65433876444487;263.15110752834715;288.50961718568635;251.8990521439864;251.8990521439864;284.5555304183761;257.75987140260105;331.20198654813083;230.81774594583314;315.58511398926566;285.8675010773755;273.01545915549303;281.9496250833612;315.58511398926566
200;5;250.7429775143165;276.1732594861681;315.58511398926566;254.22721655872235;291.8466288236721;293.19221579357423;256.57689891684043;248.44672109694383;259.54456462613547;267.4221298318544;317.04014952964735;302.78664650003196;317.04014952964735;277.4465828783136;276.80918902161307;311.2599516762814;303.4838572720161;260.1422041467649;319.97037728515147;301.3970265024886;289.1739529985368;281.3018861310095;301.3970265024886;287.18552070336415;316.3117951143896;282.598855549887;285.8675010773755;302.091037470114;285.21076136507946;280.6556352662915;289.1739529985368;286.52575302941904;267.4221298318544;217.4194463948251;295.2222376036896;296.5833881427452;293.86733397819717;268.0379086046006;285.21076136507946;271.76247212298546;271.1381366980691;261.34161481541787;271.76247212298546;243.35673705438484;283.90180477109226;281.9496250833612;249.59220861540658;277.4465828783136;269.2737231785496;338.1293181963075;302.78664650003196;303.4838572720161;296.5833881427452;285.21076136507946;271.1381366980691;278.08544442808454;247.87595027647916;305.58513696531435;295.2222376036896;246.73833941617247;233.48747152374744;243.35673705438484;264.36439103562185;268.0379086046006;272.3882451720131;256.57689891684043;264.97312891521335;335.032794319519;298.63688995492015;271.76247212298546;289.839818542273;301.3970265024886;273.6441173913884;263.15110752834715;255.9874501752332;284.5555304183761;248.44672109694383;322.18580733237013;316.3117951143896;273.6441173913884;260.1422041467649;285.21076136507946;274.9057799304979;255.39935560783434;307.7009656247064;297.95081439736;246.73833941617247;259.54456462613547;252.47908674801366;333.4951826837323;306.994066649216;284.5555304183761;251.8990521439864;283.2495809650177;241.6833553746412;287.84680758938356;267.4221298318544;282.598855549887;285.21076136507946;283.2495809650177
250;5;296.5833881427452;363.9543401153048;254.81261210362217;297.95081439736;332.729025182434;338.1293181963075;317.04014952964735;334.2631043753249;292.51864859645656;285.21076136507946;278.725777050505;289.1739529985368;344.4084888659446;250.16693137303636;293.86733397819717;245.04170499434795;330.44109733708814;295.2222376036896;311.2599516762814;309.8314439851943;304.18267347431294;327.41498072219457;297.95081439736;313.4150719573846;317.7701810880355;260.1422041467649;245.60594954833422;286.52575302941904;280.01086907053855;257.75987140260105;297.95081439736;317.04014952964735;309.1196505402723;285.8675010773755;312.6950456395597;286.52575302941904;235.64546782369993;263.15110752834715;258.3534014046816;310.54487643917764;302.091037470114;317.7701810880355;277.4465828783136;293.86733397819717;275.5387909079098;258.3534014046816;294.5440067217022;308.4094923390225;292.51864859645656;279.367584132936;309.1196505402723;312.6950456395597;369.0117257090382;324.4165767067347;266.8077657227987;354.8618009295309;295.9020302120025;332.729025182434;296.5833881427452;299.3245453023246;298.63688995492015;291.8466288236721;307.7009656247064;245.60594954833422;345.9964173501956;285.21076136507946;360.62131560787793;289.1739529985368;302.091037470114;290.5072173393252;276.80918902161307;336.57749526173416;293.86733397819717;278.725777050505;291.8466288236721;309.1196505402723;266.1948130274459;328.9245590016707;306.994066649216;260.74121982026094;320.70715612377506;285.21076136507946;332.729025182434;304.18267347431294;303.4838572720161;311.2599516762814;342.040250112449;300.7046099258363;299.3245453023246;304.88309880366177;289.1739529985368;315.58511398926566;306.28879167305405;258.3534014046816;354.8618009295309;300.7046099258363;304.18267347431294;287.84680758938356;287.84680758938356;294.5440067217022
300;5;369.0117257090382;235.64546782369993;283.2495809650177;285.21076136507946;314.86010231013057;345.9964173501956;306.994066649216;258.3534014046816;315.58511398926566;317.04014952964735;292.51864859645656;312.6950456395597;345.2015400495941;291.8466288236721;333.4951826837323;287.84680758938356;297.95081439736;291.8466288236721;276.1732594861681;310.54487643917764;339.6882959598702;336.57749526173416;343.61725960400435;288.50961718568635;319.97037728515147;314.86010231013057;282.598855549887;287.84680758938356;304.88309880366177;340.47047820534823;322.9276875244099;327.41498072219457;345.2015400495941;335.80425658797634;293.19221579357423;349.99834311843045;307.7009656247064;264.97312891521335;274.274223205303;245.04170499434795;243.9171017219502;312.6950456395597;271.76247212298546;283.2495809650177;298.63688995492015;299.3245453023246;309.8314439851943;309.8314439851943;325.9123305559271;301.3970265024886;309.1196505402723;280.01086907053855;334.2631043753249;304.88309880366177;349.1942719655453;344.4084888659446;317.04014952964735;278.725777050505;325.16359357324677;313.4150719573846;309.1196505402723;304.88309880366177;302.78664650003196;365.6323866278597;293.86733397819717;300.7046099258363;273.6441173913884;263.15110752834715;295.9020302120025;337.3525144312268;316.3117951143896;320.70715612377506;300.0137840772717;320.70715612377506;270.5152355945282;309.8314439851943;210.04639198313274;325.9123305559271;280.6556352662915;241.12812241994263;328.1689018548046;275.5387909079098;342.040250112449;318.50189365142256;298.63688995492015;268.6551052985083;275.5387909079098;331.20198654813083;294.5440067217022;272.3882451720131;278.08544442808454;370.71308978460263;261.34161481541787;252.47908674801366;329.6819561602209;279.367584132936;250.16693137303636;241.6833553746412;293.86733397819717;
350;5;450.75701302205556;423.6164388784574;433.4725275064743;459.12771636833594;491.92605994062694;467.6538663798645;407.3726711933644;461.2445688917187;453.8779914048565;458.07293608299915;426.54949972974595;410.1932624738291;467.6538663798645;371.5667111794065;468.7307081658843;345.9964173501956;479.63644972442125;393.55798754684844;385.4950762409936;401.78954053643093;506.8567506262777;406.43679072472565;421.67227825724734;399.0267353460573;371.5667111794065;398.11002847178173;423.6164388784574;388.1641901202389;448.6882924672728;323.67127600466995;375.0008979590133;404.57147500272475;389.95385847623;448.6882924672728;477.4351888372844;448.6882924672728;437.47887570316936;494.1941323836063;432.4766863495398;464.4381616414893;530.716733601557;446.6290661734999;474.1522252837146;463.3711813673893;513.8998594621052;450.75701302205556;474.1522252837146;487.42109480377866;457.02057900456253;404.57147500272475;413.9844532255518;541.8170620241362;554.423270125078;389.05799523938344;387.27243839056536;450.75701302205556;421.67227825724734;399.0267353460573;390.8517845698973;415.89316838956665;487.42109480377866;410.1932624738291;543.0646754722676;479.63644972442125;470.8918362071546;403.64202988183786;482.95738527938295;464.4381616414893;489.6683966714307;389.95385847623;428.5161472499453;407.3726711933644;488.5434535396004;396.28292789392685;448.6882924672728;363.11820705465465;457.02057900456253;503.3714770685424;431.4831329952847;503.3714770685424;501.06128578760917;476.3383497514306;447.6574952657893;415.89316838956665;440.50791812415736;394.46421267761235;399.0267353460573;440.50791812415736;414.93771329682374;455.9706395660546;461.2445688917187;460.184925440363;457.02057900456253;407.3726711933644;495.33208703428875;448.6882924672728;429.50286868328885;442.5389222757411;524.6484506693864;
400;5;480.74088317037916;333.4951826837323;319.97037728515147;433.4725275064743;388.1641901202389;414.93771329682374;406.43679072472565;376.72987568964214;320.70715612377506;402.7147200282304;382.8443158551454;326.6627916155961;447.6574952657893;423.6164388784574;387.27243839056536;416.85082355814023;357.3188143038935;370.71308978460263;400.866486512238;349.1942719655453;413.0333831330028;383.7258711816188;372.422298162979;441.52225237307687;358.96626708608295;407.3726711933644;327.41498072219457;384.60945641884547;427.53169266802;385.4950762409936;413.0333831330028;445.6029997500121;361.4516992088564;434.47066173409036;380.2117827594916;365.6323866278597;360.62131560787793;365.6323866278597;322.18580733237013;295.9020302120025;441.52225237307687;430.4918621878093;352.4216825925416;320.70715612377506;413.0333831330028;431.4831329952847;429.50286868328885;430.4918621878093;424.5918780128764;393.55798754684844;438.4862351365575;410.1932624738291;425.5695632393202;446.6290661734999;328.1689018548046;417.8106838685425;408.3107066643835;389.05799523938344;349.99834311843045;437.47887570316936;477.4351888372844;369.0117257090382;312.6950456395597;396.28292789392685;392.65384433875624;399.94555307269343;385.4950762409936;465.5075987945472;358.1415934100561;413.0333831330028;413.0333831330028;422.64324067598795;461.2445688917187;371.5667111794065;362.2839948901666;358.1415934100561;487.42109480377866;321.44563150400245;318.50189365142256;349.1942719655453;331.20198654813083;452.8352716120527;373.27985526137724;346.79312497265164;383.7258711816188;321.44563150400245;365.6323866278597;400.866486512238;426.54949972974595;375.0008979590133;383.7258711816188;460.184925440363;353.23318533291837;427.53169266802;345.9964173501956;386.382735332994;443.5579332103361;427.53169266802;415.89316838956665;406.43679072472565
450;5;458.07293608299915;457.02057900456253;454.9231122132933;479.63644972442125;404.57147500272475;417.8106838685425;448.6882924672728;510.3661557296519;463.3711813673893;484.06946566773;429.50286868328885;371.5667111794065;487.42109480377866;373.27985526137724;493.0587920210368;465.5075987945472;521.040836940329;445.6029997500121;457.02057900456253;438.4862351365575;420.703546485842;443.5579332103361;521.040836940329;411.13779277098024;409.250902099993;395.3725245249812;434.47066173409036;467.6538663798645;440.50791812415736;489.6683966714307;429.50286868328885;413.9844532255518;430.4918621878093;421.67227825724734;431.4831329952847;477.4351888372844;519.8438201124033;432.4766863495398;469.8100295384435;541.8170620241362;446.6290661734999;448.6882924672728;445.6029997500121;459.12771636833594;436.473830534054;403.64202988183786;497.6158632929841;521.040836940329;486.301314526685;388.1641901202389;485.18410678467933;567.3227810653409;494.1941323836063;416.85082355814023;446.6290661734999;517.4580300639393;575.206105273118;496.47266199286656;410.1932624738291;418.7727543984368;469.8100295384435;479.63644972442125;400.866486512238;454.9231122132933;377.59735161863443;516.2692442225662;453.8779914048565;509.19366245561287;517.4580300639393;491.92605994062694;460.184925440363;506.8567506262777;562.1273471207604;459.12771636833594;497.6158632929841;365.6323866278597;323.67127600466995;508.02386281723574;481.84785973673024;536.8552045952721;431.4831329952847;461.2445688917187;567.3227810653409;463.3711813673893;382.8443158551454;435.47109431252;533.1636541787166;441.52225237307687;436.473830534054;444.57929056743217;461.2445688917187;493.0587920210368;529.4974877844472;464.4381616414893;447.6574952657893;448.6882924672728;522.2406100754972;491.92605994062694;413.0333831330028;
500;5;424.5918780128764;524.6484506693864;467.6538663798645;481.84785973673024;420.703546485842;463.3711813673893;423.6164388784574;533.1636541787166;441.52225237307687;475.2440304965578;444.57929056743217;450.75701302205556;459.12771636833594;354.8618009295309;447.6574952657893;354.8618009295309;442.5389222757411;453.8779914048565;410.1932624738291;428.5161472499453;402.7147200282304;473.0629283372489;457.02057900456253;468.7307081658843;485.18410678467933;411.13779277098024;469.8100295384435;381.08727629145363;384.60945641884547;387.27243839056536;467.6538663798645;413.9844532255518;485.18410678467933;431.4831329952847;369.0117257090382;475.2440304965578;418.7727543984368;385.4950762409936;503.3714770685424;431.4831329952847;474.1522252837146;367.31816993535824;443.5579332103361;553.149561929708;408.3107066643835;424.5918780128764;686.6525540328112;392.65384433875624;485.18410678467933;518.6495532594981;397.1954276004851;480.74088317037916;417.8106838685425;474.1522252837146;412.0844979880139;471.97613389477726;415.89316838956665;420.703546485842;420.703546485842;478.5345535564006;450.75701302205556;515.083189446699;503.3714770685424;434.47066173409036;444.57929056743217;407.3726711933644;451.7949473188917;482.95738527938295;439.495914163152;453.8779914048565;463.3711813673893;506.8567506262777;349.99834311843045;445.6029997500121;471.97613389477726;489.6683966714307;431.4831329952847;438.4862351365575;432.4766863495398;394.46421267761235;444.57929056743217;489.6683966714307;443.5579332103361;411.13779277098024;460.184925440363;460.184925440363;434.47066173409036;504.5305639046976;499.9101691219138;475.2440304965578;461.2445688917187;471.97613389477726;416.85082355814023;451.7949473188917;444.57929056743217;426.54949972974595;406.43679072472565;447.6574952657893;424.5918780128764;430.4918621878093
50;6;85.85230365953272;114.1859683433024;100.84941064689724;113.14027499953865;102.01587317350378;140.1240946738786;117.38139511592345;112.62102492532209;95.43338077220086;122.62469376153705;89.07052044475715;108.55190226864423;102.9587497887163;86.8453039596765;83.70748671638003;94.12544562691185;140.1240946738786;96.53719944346616;91.14288323117634;85.65507026646488;112.88035139376932;106.57281074536908;117.38139511592345;90.30821407077885;98.55634553585797;135.37225397356013;95.65313016290338;125.18947886683053;85.06608461890904;92.19707638088428;96.53719944346616;109.80745473420666;100.61772354471226;89.07052044475715;94.12544562691185;102.9587497887163;89.27561841403075;88.86589365874443;78.84851031015829;124.90187393789093;101.31438656056716;86.44673297753417;126.92906924156685;93.90920587301264;86.24813396809573;89.27561841403075;102.25077972077757;71.42360525536486;102.9587497887163;124.90187393789093;116.57425133799784;139.48100408072568;127.80790832738843;93.90920587301264;103.19582744802683;86.64578929039162;91.35275312046308;96.31541902998988;124.90187393789093;101.08163124269969;99.23873585928976;93.26346272832193;120.94409578467344;119.83651279733715;124.90187393789093;102.25077972077757;115.24132645559527;99.46724763957785;130.18134247263782;105.35424361240754;121.22258734750707;84.67567925042412;132.9041804094259;96.75949053895263;78.48664010230719;112.88035139376932;88.6617369735164;115.24132645559527;104.14960973171877;87.44660867258324;101.5476778317758;79.94416236366476;105.11220730055531;103.67162174218069;102.25077972077757;119.01248701729637;119.01248701729637;91.56310626602688;118.19412744424307;107.80547228788281;119.83651279733715;121.78149575309698;134.1325406623339;99.92585095768132;116.57425133799784;99.23873585928976;97.42943969022213;90.51616201160321;101.5476778317758;91.77394378063636
100;6;123.19006671368945;134.1325406623339;152.5707496392494;128.98916653998216;122.342981059681;122.342981059681;125.76667700754922;122.06191555248;116.57425133799784;83.90023551197255;159.38591829654547;124.90187393789093;165.3605796128513;123.75804637224999;136.9380207974764;170.7718440912787;127.80790832738843;163.0942770678616;101.31438656056716;139.80217960037407;128.6928323718675;139.16056641591413;136.62342527317932;123.75804637224999;124.90187393789093;126.63746785245633;148.75912997493032;114.44889832406156;135.99640077891235;126.05627327270784;113.14027499953865;129.88226945076727;114.71243373975977;125.47774604840528;147.39682220370585;133.82439032753845;132.29422515218823;127.51428793112879;124.90187393789093;124.32864475568945;142.3983512378432;149.44499826045774;139.48100408072568;122.342981059681;140.1240946738786;114.97657598449999;132.29422515218823;123.47372995481003;127.80790832738843;128.98916653998216;126.92906924156685;134.44140055858222;123.75804637224999;109.55518780649251;152.2202401555017;135.37225397356013;131.3845370318381;122.342981059681;116.57425133799784;120.11245398749564;128.98916653998216;136.30955248712056;147.05819907850767;142.72624437825547;147.05819907850767;135.68396849198137;145.37671684325215;148.4173771424014;134.44140055858222;153.27419176407454;141.4191846239604;128.10220482778118;143.05489254083338;122.90705514830907;120.94409578467344;125.76667700754922;137.25334072422285;115.50668655357624;135.37225397356013;129.58388350640496;142.3983512378432;138.20366361880318;147.39682220370585;110.31373257227528;139.48100408072568;119.01248701729637;133.82439032753845;145.37671684325215;110.8223446530412;126.63746785245633;132.9041804094259;125.47774604840528;117.11172814305381;144.0453845670817;150.82623619664253;151.17353578131596;126.63746785245633;120.38903057281587;153.9808771765164;164.98068732334383
150;6;276.80918902161307;278.08544442808454;302.091037470114;240.57416503357393;314.13675624167104;263.7570516442754;278.725777050505;236.73193393193665;285.8675010773755;238.9199170137345;264.36439103562185;196.0419016920219;237.27704401627443;235.64546782369993;258.3534014046816;228.70396100307693;230.81774594583314;264.36439103562185;255.9874501752332;247.87595027647916;246.73833941617247;280.6556352662915;272.3882451720131;272.3882451720131;227.13133546963292;288.50961718568635;261.34161481541787;309.1196505402723;279.367584132936;263.15110752834715;235.64546782369993;253.06045696699857;273.01545915549303;235.64546782369993;263.15110752834715;200.60311835065107;289.1739529985368;255.39935560783434;271.76247212298546;251.32035008653247;284.5555304183761;273.6441173913884;259.54456462613547;279.367584132936;268.0379086046006;281.3018861310095;258.94829809685814;378.46682503849723;306.28879167305405;267.4221298318544;245.04170499434795;302.091037470114;267.4221298318544;275.5387909079098;238.9199170137345;307.7009656247064;243.9171017219502;269.2737231785496;304.88309880366177;258.94829809685814;257.1677049508413;265.5832685032748;250.16693137303636;277.4465828783136;269.8937655172144;273.6441173913884;253.06045696699857;233.48747152374744;345.9964173501956;243.35673705438484;281.9496250833612;269.2737231785496;302.091037470114;207.64469470333262;299.3245453023246;328.9245590016707;280.01086907053855;219.42893477463318;261.34161481541787;264.36439103562185;254.81261210362217;260.1422041467649;293.19221579357423;315.58511398926566;295.2222376036896;273.6441173913884;280.6556352662915;251.32035008653247;276.1732594861681;238.9199170137345;274.9057799304979;286.52575302941904;235.10410605239272;273.01545915549303;302.091037470114;266.1948130274459;265.5832685032748;268.6551052985083;246.17149335836635;221.45699575047882
200;6;304.18267347431294;273.01545915549303;299.3245453023246;247.30649072036954;281.9496250833612;280.6556352662915;304.88309880366177;292.51864859645656;268.6551052985083;264.36439103562185;285.8675010773755;286.52575302941904;266.8077657227987;261.94339230832657;255.9874501752332;295.2222376036896;257.75987140260105;213.9470213365385;290.5072173393252;253.06045696699857;243.9171017219502;295.2222376036896;336.57749526173416;260.1422041467649;342.040250112449;268.6551052985083;286.52575302941904;261.34161481541787;260.74121982026094;273.01545915549303;286.52575302941904;258.3534014046816;255.39935560783434;330.44109733708814;317.04014952964735;290.5072173393252;295.2222376036896;297.2663150003028;240.0214802850993;305.58513696531435;266.1948130274459;290.5072173393252;257.75987140260105;307.7009656247064;249.59220861540658;317.04014952964735;300.0137840772717;335.80425658797634;276.1732594861681;262.5465554823915;268.0379086046006;262.5465554823915;280.01086907053855;257.1677049508413;281.3018861310095;252.47908674801366;271.1381366980691;284.5555304183761;266.1948130274459;266.1948130274459;326.6627916155961;280.01086907053855;285.8675010773755;217.92008663711292;292.51864859645656;254.81261210362217;278.08544442808454;395.3725245249812;257.1677049508413;262.5465554823915;277.4465828783136;259.54456462613547;337.3525144312268;255.9874501752332;322.18580733237013;292.51864859645656;295.9020302120025;338.90791066626997;325.9123305559271;331.96462781845474;287.84680758938356;262.5465554823915;294.5440067217022;238.3710326635721;276.1732594861681;304.88309880366177;252.47908674801366;267.4221298318544;276.1732594861681;289.839818542273;265.5832685032748;238.9199170137345;267.4221298318544;309.1196505402723;323.67127600466995;281.9496250833612;283.90180477109226;289.1739529985368;308.4094923390225;266.1948130274459
250;6;300.7046099258363;314.86010231013057;348.39204805117305;333.4951826837323;259.54456462613547;311.97667347925545;296.5833881427452;322.9276875244099;322.18580733237013;309.1196505402723;268.0379086046006;299.3245453023246;264.36439103562185;346.79312497265164;273.6441173913884;287.18552070336415;261.34161481541787;288.50961718568635;281.9496250833612;333.4951826837323;295.2222376036896;335.80425658797634;348.39204805117305;283.2495809650177;310.54487643917764;297.2663150003028;311.2599516762814;291.8466288236721;301.3970265024886;349.99834311843045;308.4094923390225;351.6120441636875;306.28879167305405;335.80425658797634;314.86010231013057;311.2599516762814;323.67127600466995;290.5072173393252;328.9245590016707;289.839818542273;338.1293181963075;310.54487643917764;289.839818542273;238.3710326635721;306.994066649216;300.7046099258363;304.18267347431294;276.80918902161307;311.97667347925545;338.1293181963075;274.9057799304979;284.5555304183761;321.44563150400245;321.44563150400245;302.78664650003196;346.79312497265164;336.57749526173416;305.58513696531435;319.23529109056983;276.1732594861681;293.19221579357423;310.54487643917764;274.274223205303;308.4094923390225;325.9123305559271;301.3970265024886;300.0137840772717;283.2495809650177;290.5072173393252;327.41498072219457;327.41498072219457;295.2222376036896;281.3018861310095;355.6789224011468;360.62131560787793;304.18267347431294;258.94829809685814;297.2663150003028;293.86733397819717;314.13675624167104;325.16359357324677;319.23529109056983;299.3245453023246;272.3882451720131;323.67127600466995;327.41498072219457;308.4094923390225;294.5440067217022;333.4951826837323;298.63688995492015;285.21076136507946;317.04014952964735;315.58511398926566;303.4838572720161;306.994066649216;295.9020302120025;369.0117257090382;291.8466288236721;297.95081439736;301.3970265024886
