Source.Name;default;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68;_69;_70;_71;_72;_73;_74;_75;_76;_77;_78;_79;_80;_81;_82;_83;_84;_85;_86;_87;_88;_89;_90;_91;_92;_93;_94;_95;_96;_97;_98
50;1;73.25367523717904;77.4109637069535;70.93247871421282;68.52704059086128;85.85230365953272;79.21204895542955;86.44673297753417;77.9469463702102;85.65507026646488;80.49768453938279;82.18135245311242;79.21204895542955;74.10095502346904;83.70748671638003;82.18135245311242;75.30363600242836;76.35002968948747;68.05583155149054;83.51518073358744;77.9469463702102;78.12643067468917;79.03007059816505;81.80418637886815;77.4109637069535;77.76787440525929;86.04999121148714;86.64578929039162;59.83126919460918;83.70748671638003;87.24571259169099;60.94235519170051;86.24813396809573;68.68483417728397;67.89948300867;78.12643067468917;82.94090950069848;68.84299110663966;80.86882686115663;73.93071867376308;80.68304229352877;86.44673297753417;86.8453039596765;89.07052044475715;72.08373436149837;70.6069386283604;82.75036461945882;72.58283203539922;79.39444634461776;100.3865687105195;72.08373436149837;80.86882686115663;77.76787440525929;69.00151221557883;83.51518073358744;74.44260460817993;80.31275261817575;63.51832332191402;71.7529106612982;88.05207673504692;73.59141835689192;79.21204895542955;76.70204884940001;73.76087341773129;70.6069386283604;87.64796734623927;89.48118865153393;93.04920325689164;88.6617369735164;79.21204895542955;67.43258921190868;87.04527804082183;82.37058710017779;78.48664010230719;94.77715702038213;71.2595197339615;80.31275261817575;75.99962609905195;81.42875128425993;72.74996467794193;81.61625295647981;81.61625295647981;85.65507026646488;76.8786665943013;62.36027290886878;87.04527804082183;72.74996467794193;64.40095231654168;85.26196178592542;62.21700909771667;79.03007059816505;85.65507026646488;77.9469463702102;83.3233165462957;79.5772637306123;95.65313016290338;72.2497177582651;81.24168037032425;73.08538539164365;
100;1;122.62469376153705;139.48100408072568;171.55920411377264;160.12078241236603;164.60166778205706;148.07640943814368;146.38328485555763;169.5975742568894;179.22256628189072;157.2014997784399;26.081556591256206;183.8147433001679;181.29552244642448;153.62712812636244;169.5975742568894;157.92629242245135;177.58128016475786;160.12078241236603;145.711468108377;178.81082805990556;155.40403774715355;517.4580300639393;173.14483149362397;135.99640077891235;134.44140055858222;142.72624437825547;151.52163507434625;157.2014997784399;169.5975742568894;143.3842974641264;156.84035180832117;175.1474902728613;140.77015029810312;164.2235189839767;161.6006907506438;165.74134666021052;177.58128016475786;35.90686204433472;157.56347934485905;157.92629242245135;176.76628220841215;142.72624437825547;156.1205430194796;180.87902190402875;141.09429426645892;161.2294362682334;160.489484056269;170.3795201952986;2.440562194933408;161.2294362682334;144.37707024389624;153.62712812636244;159.75292780777542;184.23800377271442;152.9220662226185;158.65442679270308;172.74705599836088;177.58128016475786;182.97113726243202;155.7618783929666;164.2235189839767;139.48100408072568;162.71959128443044;171.1650713707123;189.39379531462785;167.65837392639204;153.27419176407454;182.97113726243202;182.5507872345648;185.94081432549268;154.3354407858697;106.81821031140409;169.5975742568894;171.95424440542277;150.47973448311032;184.23800377271442;184.66223886473054;152.2202401555017;194.69386863271845;178.81082805990556;185.51364188915767;169.5975742568894;140.4467510041707;167.65837392639204;159.38591829654547;175.5507931209749;150.47973448311032;137.25334072422285;142.071211385041;642.3468486690092;177.99018717193525;157.2014997784399;169.9880976073776;133.82439032753845;170.7718440912787;163.84623892869473;125.47774604840528;167.65837392639204;158.65442679270308
150;1;297.95081439736;282.598855549887;287.18552070336415;285.21076136507946;245.60594954833422;234.56398798235475;269.2737231785496;309.1196505402723;290.5072173393252;251.8990521439864;280.01086907053855;47.537953855539584;307.7009656247064;360.62131560787793;237.82340929672839;358.96626708608295;260.74121982026094;238.3710326635721;279.367584132936;268.0379086046006;19.745555351460304;244.4787567115525;255.9874501752332;281.3018861310095;279.367584132936;312.6950456395597;323.67127600466995;267.4221298318544;243.35673705438484;217.4194463948251;319.97037728515147;278.725777050505;299.3245453023246;303.4838572720161;254.81261210362217;265.5832685032748;260.74121982026094;275.5387909079098;257.1677049508413;324.4165767067347;304.18267347431294;232.41589566874947;309.8314439851943;275.5387909079098;55.97070453361763;268.6551052985083;275.5387909079098;259.54456462613547;297.2663150003028;261.94339230832657;309.8314439851943;285.21076136507946;315.58511398926566;284.5555304183761;271.1381366980691;354.0465566776694;234.56398798235475;353.23318533291837;414.93771329682374;305.58513696531435;280.01086907053855;290.5072173393252;275.5387909079098;286.52575302941904;294.5440067217022;238.3710326635721;269.8937655172144;294.5440067217022;251.8990521439864;254.81261210362217;356.49792541509163;256.57689891684043;255.9874501752332;280.6556352662915;270.5152355945282;267.4221298318544;269.2737231785496;231.34923774277578;255.9874501752332;319.97037728515147;249.01880620114244;255.39935560783434;282.598855549887;268.6551052985083;276.80918902161307;317.04014952964735;253.06045696699857;333.4951826837323;300.0137840772717;280.01086907053855;261.94339230832657;263.7570516442754;293.19221579357423;317.04014952964735;274.274223205303;233.48747152374744;334.2631043753249;289.839818542273;230.28747517530482
200;1;291.8466288236721;218.42187967716725;279.367584132936;285.21076136507946;285.21076136507946;242.23986683485333;249.01880620114244;261.34161481541787;261.34161481541787;259.54456462613547;258.94829809685814;272.3882451720131;285.21076136507946;270.5152355945282;269.2737231785496;277.4465828783136;283.90180477109226;244.4787567115525;266.1948130274459;296.5833881427452;255.9874501752332;264.36439103562185;325.9123305559271;278.725777050505;306.28879167305405;303.4838572720161;275.5387909079098;234.02511075636028;310.54487643917764;227.13133546963292;318.50189365142256;304.18267347431294;275.5387909079098;261.94339230832657;246.73833941617247;281.9496250833612;305.58513696531435;214.9334446689586;285.8675010773755;272.3882451720131;275.5387909079098;254.81261210362217;309.1196505402723;281.9496250833612;223.5038009786536;281.3018861310095;312.6950456395597;236.73193393193665;252.47908674801366;273.01545915549303;301.3970265024886;293.86733397819717;263.7570516442754;297.95081439736;245.04170499434795;235.64546782369993;255.9874501752332;258.94829809685814;242.23986683485333;245.60594954833422;288.50961718568635;289.1739529985368;274.274223205303;349.99834311843045;240.57416503357393;264.36439103562185;203.85896781553103;259.54456462613547;265.5832685032748;263.15110752834715;315.58511398926566;284.5555304183761;263.15110752834715;297.95081439736;236.73193393193665;273.01545915549303;291.8466288236721;322.9276875244099;253.64316587639095;238.9199170137345;245.60594954833422;293.86733397819717;274.274223205303;250.7429775143165;193.8003335433133;257.75987140260105;258.3534014046816;281.9496250833612;310.54487643917764;279.367584132936;232.95106744040345;228.70396100307693;287.84680758938356;276.80918902161307;260.74121982026094;247.87595027647916;271.76247212298546;253.06045696699857;
250;1;184.23800377271442;194.69386863271845;207.64469470333262;230.81774594583314;188.9586901481545;223.5038009786536;228.70396100307693;202.92337008812265;243.9171017219502;257.75987140260105;264.36439103562185;204.79887920630472;230.81774594583314;236.18807616008147;243.9171017219502;197.39926834329586;255.9874501752332;224.53428676337103;236.73193393193665;234.02511075636028;208.60206055226598;217.4194463948251;141.4191846239604;211.50072376239802;191.58439577118196;245.04170499434795;254.22721655872235;206.21687794256277;193.8003335433133;198.3093966679627;243.35673705438484;198.76603321102291;274.9057799304979;240.0214802850993;225.0513099716953;216.9199563019157;177.58128016475786;217.92008663711292;263.7570516442754;239.4700652508151;205.7431241490039;164.60166778205706;243.35673705438484;251.8990521439864;224.53428676337103;234.56398798235475;226.60953370011526;243.9171017219502;266.1948130274459;231.34923774277578;266.1948130274459;245.04170499434795;219.42893477463318;222.99033295098835;212.4758682044176;240.57416503357393;246.73833941617247;269.8937655172144;245.04170499434795;246.17149335836635;221.96693304379488;251.32035008653247;247.30649072036954;241.12812241994263;217.92008663711292;214.9334446689586;290.5072173393252;198.3093966679627;224.01845134194735;262.5465554823915;240.0214802850993;240.57416503357393;280.6556352662915;228.17854635123973;221.45699575047882;215.4283605267583;200.14226136713674;216.42161371608097;224.01845134194735;264.36439103562185;232.95106744040345;230.28747517530482;239.4700652508151;242.23986683485333;274.274223205303;179.63525259166943;219.42893477463318;254.81261210362217;218.42187967716725;231.88195337772558;231.88195337772558;257.75987140260105;183.3924552080421;281.3018861310095;196.49331699451255;218.42187967716725;194.24658730556595;193.35510498527697;
300;1;407.3726711933644;446.6290661734999;424.5918780128764;524.6484506693864;413.0333831330028;431.4831329952847;442.5389222757411;539.3304271837227;385.4950762409936;35.90686204433472;457.02057900456253;476.3383497514306;421.67227825724734;403.64202988183786;375.8643926625708;460.184925440363;443.5579332103361;560.8359399099704;94.77715702038213;399.94555307269343;454.9231122132933;411.13779277098024;429.50286868328885;442.5389222757411;497.6158632929841;583.1989734700303;469.8100295384435;419.73704023717846;305.58513696531435;482.95738527938295;428.5161472499453;643.8259467316847;405.50306030765785;534.3913418829819;378.46682503849723;524.6484506693864;418.7727543984368;419.73704023717846;408.3107066643835;473.0629283372489;476.3383497514306;455.9706395660546;342.82784807816876;391.75177827041654;493.0587920210368;525.8565308655895;464.4381616414893;427.53169266802;405.50306030765785;437.47887570316936;540.5723147895266;524.6484506693864;494.1941323836063;441.52225237307687;467.6538663798645;399.0267353460573;438.4862351365575;479.63644972442125;387.27243839056536;487.42109480377866;465.5075987945472;406.43679072472565;502.2150530686748;513.8998594621052;464.4381616414893;443.5579332103361;425.5695632393202;549.3459674441176;386.382735332994;409.250902099993;425.5695632393202;494.1941323836063;437.47887570316936;531.9387869114252;470.8918362071546;418.7727543984368;440.50791812415736;436.473830534054;437.47887570316936;430.4918621878093;474.1522252837146;440.50791812415736;455.9706395660546;399.0267353460573;468.7307081658843;471.97613389477726;437.47887570316936;484.06946566773;413.0333831330028;408.3107066643835;509.19366245561287;515.083189446699;430.4918621878093;518.6495532594981;480.74088317037916;409.250902099993;418.7727543984368;375.8643926625708;
350;1;247.30649072036954;245.60594954833422;281.3018861310095;219.93420215936857;109.05239126123435;231.34923774277578;220.44063299654638;240.57416503357393;212.4758682044176;219.93420215936857;250.16693137303636;246.17149335836635;248.44672109694383;257.1677049508413;232.41589566874947;254.81261210362217;263.7570516442754;187.2282424635478;224.53428676337103;235.10410605239272;240.57416503357393;269.8937655172144;208.12282714267883;224.53428676337103;163.46982562039878;225.56952370197416;221.96693304379488;237.82340929672839;229.23058549940114;206.21687794256277;243.9171017219502;276.80918902161307;154.3354407858697;235.64546782369993;234.56398798235475;175.1474902728613;253.06045696699857;285.8675010773755;284.5555304183761;303.4838572720161;274.9057799304979;284.5555304183761;250.7429775143165;246.17149335836635;278.725777050505;341.25446154044994;303.4838572720161;271.76247212298546;283.2495809650177;275.5387909079098;294.5440067217022;258.3534014046816;218.92482816947444;337.3525144312268;287.84680758938356;253.64316587639095;281.9496250833612;287.84680758938356;247.30649072036954;287.18552070336415;237.82340929672839;274.9057799304979;241.12812241994263;257.75987140260105;264.97312891521335;413.0333831330028;348.39204805117305;433.4725275064743;432.4766863495398;437.47887570316936;400.866486512238;375.0008979590133;411.13779277098024;437.47887570316936;375.8643926625708;389.05799523938344;377.59735161863443;380.2117827594916;405.50306030765785;322.18580733237013;396.28292789392685;325.9123305559271;381.08727629145363;325.9123305559271;306.994066649216;418.7727543984368;415.89316838956665;403.64202988183786;402.7147200282304;393.55798754684844;411.13779277098024;380.2117827594916;343.61725960400435;395.3725245249812;398.11002847178173;439.495914163152;348.39204805117305;381.08727629145363;348.39204805117305
400;1;387.27243839056536;288.50961718568635;401.78954053643093;461.2445688917187;345.2015400495941;377.59735161863443;380.2117827594916;349.99834311843045;389.95385847623;293.86733397819717;311.97667347925545;287.84680758938356;454.9231122132933;431.4831329952847;407.3726711933644;476.3383497514306;387.27243839056536;377.59735161863443;447.6574952657893;403.64202988183786;389.05799523938344;490.7959301502213;406.43679072472565;367.31816993535824;435.47109431252;461.2445688917187;442.5389222757411;1050.8224481791515;367.31816993535824;375.8643926625708;211.01483108851718;431.4831329952847;403.64202988183786;337.3525144312268;403.64202988183786;375.8643926625708;417.8106838685425;434.47066173409036;399.94555307269343;422.64324067598795;375.0008979590133;367.31816993535824;443.5579332103361;416.85082355814023;408.3107066643835;404.57147500272475;326.6627916155961;399.94555307269343;410.1932624738291;401.78954053643093;466.5794984838883;363.11820705465465;404.57147500272475;411.13779277098024;443.5579332103361;305.58513696531435;355.6789224011468;344.4084888659446;426.54949972974595;360.62131560787793;404.57147500272475;376.72987568964214;421.67227825724734;435.47109431252;347.59166713154747;351.6120441636875;434.47066173409036;379.3383005487472;400.866486512238;412.0844979880139;367.31816993535824;325.9123305559271;413.0333831330028;321.44563150400245;382.8443158551454;334.2631043753249;341.25446154044994;453.8779914048565;399.0267353460573;377.59735161863443;354.0465566776694;433.4725275064743;352.4216825925416;442.5389222757411;289.839818542273;336.57749526173416;391.75177827041654;390.8517845698973;405.50306030765785;318.50189365142256;363.9543401153048;37.08187925561451;343.61725960400435;448.6882924672728;440.50791812415736;467.6538663798645;;;
450;1;567.3227810653409;646.7943682217629;530.716733601557;551.8787798968106;544.3151617337986;605.0604803317452;579.1887517286368;692.9989059860252;600.8999334112883;613.4681947598727;505.6923197087124;468.7307081658843;540.5723147895266;358.1415934100561;488.5434535396004;602.2835938576843;527.0673928440674;549.3459674441176;495.33208703428875;523.4431458647107;469.8100295384435;22.719609825337287;535.621856518692;599.5194517269417;550.6109173039458;550.6109173039458;549.3459674441176;555.69991122084;461.2445688917187;513.8998594621052;523.4431458647107;607.850169908146;471.97613389477726;474.1522252837146;568.6291251816449;563.4217279865276;484.06946566773;529.4974877844472;540.5723147895266;524.6484506693864;603.6704403856961;467.6538663798645;475.2440304965578;646.7943682217629;623.4249696597449;464.4381616414893;407.3726711933644;562.1273471207604;696.1940441372169;553.149561929708;539.3304271837227;531.9387869114252;579.1887517286368;575.206105273118;624.8604973139362;524.6484506693864;497.6158632929841;592.6644697260348;572.5662335487999;479.63644972442125;453.8779914048565;571.2508444889238;549.3459674441176;591.3029078420533;482.95738527938295;465.5075987945472;476.3383497514306;541.8170620241362;455.9706395660546;543.0646754722676;600.8999334112883;555.69991122084;476.3383497514306;447.6574952657893;549.3459674441176;541.8170620241362;535.621856518692;478.5345535564006;497.6158632929841;457.02057900456253;607.850169908146;497.6158632929841;596.7679954501672;499.9101691219138;1322.5651437123981;579.1887517286368;548.0839236257382;619.138143925842;626.2993304816155;555.69991122084;560.8359399099704;549.3459674441176;86.44673297753417;;;;;;
500;1;396.28292789392685;446.6290661734999;584.5418748536068;583.1989734700303;490.7959301502213;463.3711813673893;471.97613389477726;459.12771636833594;479.63644972442125;515.083189446699;810.3193429493538;576.5306019024879;541.8170620241362;517.4580300639393;549.3459674441176;495.33208703428875;551.8787798968106;555.69991122084;459.12771636833594;580.5224189870349;562.1273471207604;508.02386281723574;498.7616969821788;546.8247791725929;385.4950762409936;555.69991122084;540.5723147895266;501.06128578760917;546.8247791725929;536.8552045952721;645.3084506351194;619.138143925842;447.6574952657893;566.0194380878718;495.33208703428875;594.0291668064432;459.12771636833594;494.1941323836063;439.495914163152;508.02386281723574;478.5345535564006;648.2837073521225;548.0839236257382;555.69991122084;510.3661557296519;515.083189446699;436.473830534054;482.95738527938295;438.4862351365575;481.84785973673024;506.8567506262777;465.5075987945472;474.1522252837146;462.3066523279195;479.63644972442125;517.4580300639393;404.57147500272475;479.63644972442125;551.8787798968106;444.57929056743217;464.4381616414893;545.5685274238044;564.71908935455;503.3714770685424;571.2508444889238;486.301314526685;431.4831329952847;506.8567506262777;506.8567506262777;479.63644972442125;503.3714770685424;490.7959301502213;591.3029078420533;553.149561929708;393.55798754684844;384.60945641884547;540.5723147895266;415.89316838956665;445.6029997500121;484.06946566773;408.3107066643835;484.06946566773;555.69991122084;470.8918362071546;408.3107066643835;459.12771636833594;606.4537210491463;503.3714770685424;495.33208703428875;436.473830534054;580.5224189870349;441.52225237307687;556.9794919704281;508.02386281723574;432.4766863495398;469.8100295384435;;;
